event_link,event_link-href,event_title1,event_start,event_text,event_image-src,event_end,event_category__Exposición__Galerías__Arte emergente__Ilustración,event_organizer__Miscelanea,event_venue__Miscelanea,event_maplink__1,event_cost__0,event_id,event_title2
ECUADOR Y MERIDIANOS,http://www.miscelanea.info/e982/ecuador-y-meridianos,ECUADOR Y MERIDIANOS,"13
						Jul '16
						


											al
						31
						Jul '16",INAUGURACIÓN: Miércoles 13 a las 20:00h.,http://www.miscelanea.info/public/images/elenaortizflyerbaja.jpg,"13
						Jul '16
						


											al
						31
						Jul '16",null,null,null,null,null,/e982/ecuador-y-meridianos,Elena Ortiz
