event_title1,event_title2,event_image-src,event_text,event_start,event_end,event_venue,event_link,event_link-href,event_organizer__MACBA,event_category__Actividad__MACBA,event_maplink__1,event_cost__-,event_id
MACBA Collage Lab,Taller,http://www.macba.cat/uploads/20160509/tumblr_o1nwgrXP461s5vqxno1_1280.3.gif,"El MACBA Collage Lab es un espacio de experimentación, reflexión y práctica del collage conducido por Max-o-matic, artista especializado en esta técnica. El objetivo de este espacio es encontrar nuevas formas de expresión, herramientas, enfoques y modos de abordar una técnica cuyas limitaciones son a la vez su principal valor como disparador creativo. En cada sesión se trabajarán propuestas diferentes para que los asistentes descubran, cada uno a su ritmo, cómo desarrollar esta práctica más allá de sus clichés, acercándose a un lenguaje propio.",13 mayo,01 jul. 2016,Espai Taller  MACBA,,http://www.macba.cat/es/amigos-macba-collage-lab-mayo/1/actividades/activ,null,null,null,null,/es/amigos-macba-collage-lab-mayo/1/actividades/activ
