"EVENT NAME","VENUE NAME","ORGANIZER NAME","START DATE","START TIME","END DATE","END TIME","ALL DAY EVENT?","CATEGORIES","EVENT COST","EVENT WEBSITE","SHOW MAP LINK?","SHOW MAP?","EVENT DESCRIPTION","EVENT IMAGE"
"David Bowie visto por...","Museu del Disseny","Museu del Disseny","07/06/2017","","09/25/2017","",1,"Museu del Disseny, Design, Exhibition, Próximas inauguraciones","5","http://ajuntament.barcelona.cat/museudeldisseny/es/exposicion/david-bowie-visto-por",1,1,"<p><img src='http://ajuntament.barcelona.cat/museudeldisseny/sites/default/files/styles/16_9_half_thumb/public/exhibition/david_bowie_ok_.jpg?itok=1uEgp2E5' width='228' height='182' alt='David Bowie visto por...' />Muestra fotográfica<br />Homenaje a la figura de David Bowie a través de una recopilación de imágenes de reconocidos fotógrafos catalanes. Esta muestra documenta el paso del artista por Cataluña: el 7 de julio de 1987, con la gira Glass Spider en el Miniestadi del FC Barcelona; el 16 de septiembre de 1990 en el Estadio Olímpico de Barcelona, en el marco de la gira Sound & Vision y, finalmente, el 12 de julio de 1996, en Escalarre, en el primer Doctor Music Festival.<br />Con los trabajos de: Ferran Sendra, Xavier Mercadé, Jordi Vidal, Josep Maria Palou, Martí Berenguer, Andoni Canela, Jordi Fàbregas, Robert Ramos, Joan Sala o Francesc Fàbregas que es también el comisario de la muestra.<br />Con la colaboración de la Biblioteca El Clot – Josep Benet</p>","http://ajuntament.barcelona.cat/museudeldisseny/sites/default/files/styles/16_9_half_thumb/public/exhibition/david_bowie_ok_.jpg?itok=1uEgp2E5"
