event_title,event_start,event_text,event_image-src,event_end,event_category__Exposición__Centros alternativos__Arte emergente,event_organizer__LafuturA,event_venue__LafuturA,event_maplink__1,event_cost__0,event_id,event_link,event_link-href
"RITOS Y ACUMULACIONES · Nathalie Rey · J.L.Tercero · 04.09-17.10","RITOS Y ACUMULACIONES · Nathalie Rey · J.L.Tercero · 04.09-17.10","LafuturA presenta la exposición RITOS Y ACUMULACIONES de Nathalie Rey y J.L.Tercero.     Puede entenderse de varias maneras el significado de la palabra Rito o Ritual. Como un conjunto de prácticas establecidas que regulan el culto y las ceremonias religiosas o simplemente como una ceremonia que se repite invariablemente de la misma manera. Y no es que … Sigue leyendo →","https://lafutura.files.wordpress.com/2015/08/150830_ritos_portada-web.jpg?w=290&h=290&crop=1","RITOS Y ACUMULACIONES · Nathalie Rey · J.L.Tercero · 04.09-17.10","null","null","null","null","null","https://lafutura.wordpress.com/2015/08/30/ritos-y-acumulaciones-%c2%b7-nathalie-rey-%c2%b7-j-l-tercero-%c2%b7-04-09-17-10/","RITOS Y ACUMULACIONES · Nathalie Rey · J.L.Tercero · 04.09-17.10","https://lafutura.wordpress.com/2015/08/30/ritos-y-acumulaciones-%c2%b7-nathalie-rey-%c2%b7-j-l-tercero-%c2%b7-04-09-17-10/"
