event_link,event_link-href,event_image-src,event_start,event_end,event_text,event_category__Fundación Mapfre__Exposición,event_maplink__1,event_organizer__Fundación Mapfre,event_venue__Fundación Mapfre,event_cost__0,event_id,event_base-url__https://www.fundacionmapfre.org/fundacion/es_es/cultura-historia/nuestras-salas/exposicionesbarcelona/,event_title
"Sala Fundación MAPFRE Casa Garriga i Nogués","https://www.fundacionmapfre.org/fundacion/es_es/cultura-historia/nuestras-salas/exposicionesbarcelona/","","Del 28 de mayo al 28 de agosto de 2016","Del 28 de mayo al 28 de agosto de 2016","Del 28 de mayo al 28 de agosto de 2016
Nuestra Sala Garriga i Nogués de Barcelona acoge, a partir del día 28 de mayo, la primera retrospectiva en España de Bruce Davidson, uno de los más destacados fotógrafos de la denominada fotografía humanista y miembro de la agencia Magnum.
Bruce Davidson comenzó una apasionada relación con la fotografía muy pronto, a los 10 años, cuando su madre le montó un cuarto oscuro en casa y él empezó a fotografiar las calles de su barrio. A partir de ese momento su obra va a estar caracterizada por una visión personal de la realidad en la que su arte se manifiesta, no tanto en imágenes individuales, sino en el efecto de reiteración, investigación y estudio de temas y de personajes a lo largo del tiempo. Este estilo personal unido a su interés por las luchas y los éxitos de las personas a las que fotografía hacen que su obra nos ofrezca una perspectiva única de la evolución de la sociedad del SXX, en particular en los Estados Unidos.
La muestra plantea un recorrido por la larga trayectoria del artista presentándonos algunas de sus más celebres series, como Brooklyn Gang, East 100th Street y Time of Change: Civil Rights Movement y, también, sus últimos trabajos, Nature of Paris y Nature of Los Ángeles. 
La exposición Bruce Davidson y su itinerancia internacional, organizada por Fundación MAPFRE en colaboración con Magnum Photos, ha sido posible gracias al apoyo de TERRA Foundation for American Art.","null","null","null","null","null","Del 28 de mayo al 28 de agosto de 2016","null","Bruce Davidson"
