event_link,event_link-href,event_title1,event_start,event_text,event_image-src,event_end,event_category__Exposición__Galerías__Arte emergente__Ilustración,event_organizer__Miscelanea,event_venue__Miscelanea,event_maplink__1,event_cost__0,event_id,event_title2
ALBA,http://www.miscelanea.info/e976/alba,ALBA,"01
						Jun '16
						


											al
						19
						Jun '16",INAUGURACIÓN: Miércoles 1 a las 20:00h.,http://www.miscelanea.info/public/images/albaxaviceerre.jpg,"01
						Jun '16
						


											al
						19
						Jun '16",null,null,null,null,null,/e976/alba,Xavi Ceerre
