event_link,event_link-href,event_title1,event_start,event_text,event_image-src,event_end,event_category__Exposición__Galerías__Arte emergente__Ilustración,event_organizer__Miscelanea,event_venue__Miscelanea,event_maplink__1,event_cost__0,event_id,event_title2
Descompuesto en un presente incierto,http://www.miscelanea.info/e935/descompuesto-en-un-presente-incierto,Descompuesto en un presente incierto,"18
						Nov '15
						


											al
						13
						Dic '15",Disciplina: Dibujo / Pintura,http://www.miscelanea.info/public/images/expogripfacemisce.jpg,"18
						Nov '15
						


											al
						13
						Dic '15",null,null,null,null,null,/e935/descompuesto-en-un-presente-incierto,Grip Face
