event_title,event_start,event_text,event_image-src,event_end,event_base-url__http://www.cccanfelipa.cat/arts-visuals/exposicio-en-curs/,event_category__Exposición__Centre Cívic Can Felipa,event_organizer__Centre Cívic Can Felipa,event_venue__Centre Cívic Can Felipa,event_maplink__1,event_cost__0,event_id
"APARTEU LES CADIRES","Del 21.04 al 27.06.2015","Inauguració: Dimarts 21.04.2015 > 19.30 h

	
	
	
	
	
	
	
	

	
	
	
	
	
	
	
	Aquesta exposició col·lectiva reuneix els treballs seleccionats a la Convocatòria 2014 de Can Felipa Arts Visuals en la modalitat de Creació Artística. Per aquesta ocasió no hi havia cap restricció temàtica, i el procés de tutoria es presentava com aquella figura de la famosa obra Cafè Müller, de Pina Bausch, que enretirava les cadires de sobre lescenari per tal que els ballarins poguessin ballar. Paral·lelament, sels demanava un projecte que inclogués una proposta dactivitat de mediació per desenvolupar-la en el marc del La(b) Felipa, el nou espai dexperimentació, formació i producció, on creadors, institucions i col·lectius treballen conjuntament. Després de mesos de treball, en algun cas en col·laboració amb entitats i espais del barri del Poblenou, el resultat de cada un dels sis projectes es presenta dins i fora de la sala dexposicions de Can Felipa. 

















Amb Joan Bennassar, Federico García Trujillo, Mercedes Mangrané, Daniel Moreno Roldán, Edu Ruiz, Jaume Simon Contra. 

	
	
	

	
	
	Tutoritzat per Pere Llobera, Sinapsis i Joana Hurtado.

	

	Consulteu la publicació, dissenyada per Dos Grapas, i les imatges de l'exposició i activitats, de Marc Llibre.","http://www.cccanfelipa.cat/uploads/programacio/t1/20150417185738-1.jpg","Del 21.04 al 27.06.2015","null","null","null","null","null","null","APARTEU LES CADIRES"
