event_title,event_start,event_text,event_image-src,event_end,event_base-url__https://www.lapedrera.com/es/exposiciones-0,event_category__Exposición__La Pedrera,event_organizer__La Pedrera,event_venue__La Pedrera,event_maplink__1,event_cost__3,event_id
"Leopoldo Pomés. Flashback","10/03/2015  -  12/07/2015 |","Fotógrafo, publicista, cineasta, dibujante, poeta, empresario y gastrónomo, Leopoldo Pomés (Barcelona, 1931) ha mostrado a lo largo de su dilatada carrera una pasión constante por la imagen.","https://www.lapedrera.com/sites/default/files/styles/crop_653x255/public/exposicio%20leopoldo%20pomes%20la%20pedrera_0.jpg?itok=025hJzXT","10/03/2015  -  12/07/2015 |","null","null","null","null","null","null","Leopoldo Pomés. Flashback"
