web-scraper-order,web-scraper-start-url,event_link,event_link-href,event_title,event_image-src,event_text,event_start,event_end,event_maplink__1,event_cost__5,event_organizer__Museu del Disseny,event_venue__Museu del Disseny,event_category__Museu del Disseny__Design__Exhibition__Próximas inauguraciones,event_id
"1527239343-181","http://ajuntament.barcelona.cat/museudeldisseny/es/exposiciones-futuras","Más >","http://ajuntament.barcelona.cat/museudeldisseny/es/exposicion/disenas-o-trabajas-la-nueva-comunicacion-visual-1980-2003","Diseñas o trabajas? La nueva comunicación visual. 1980-2003","http://ajuntament.barcelona.cat/museudeldisseny/sites/default/files/styles/16_9_half_thumb/public/press/mdd_newsletter_cast.jpg?itok=1luZagO8","Las décadas de 1980 y 1990 fueron un momento estelar para el diseño gráfico. Tras la muerte de Franco, con la integración plena en Europa y el establecimiento de la democracia, los diseñadores tuvieron la oportunidad de participar en un proceso de creación y transformación de la imagen de las instituciones públicas, las organizaciones privadas y las empresas.
Fue una época de extraordinaria vitalidad, de euforia y celebración, descrita como «el boom del diseño». Alimentado en gran medida por el apoyo institucional y los medios de comunicación, este «boom» nos dejó una expresión que se hizo célebre y que reflejaba su popularidad: «¿Diseñas o trabajas?».
Con la irrupción del ordenador Macintosh y la llegada del nuevo milenio surgieron nuevas perspectivas y especialidades. Nuestros diseñadores gráficos lograron consolidarse y proyectarse internacionalmente mientras empezaban a enfrentarse a nuevos retos como el de la sostenibilidad, la sobrecarga informativa o la creciente multiculturalidad de nuestras sociedades.","null","null","null","null","null","null","null","Diseñas o trabajas? La nueva comunicación visual. 1980-2003
    
            Permanente"
