web-scraper-order,web-scraper-start-url,event_link,event_link-href,event_image-src,event_start,event_end,event_text,event_category__Fundación Mapfre__Exposición__Próximas inauguraciones,event_maplink__1,event_organizer__Fundación Mapfre,event_venue__Fundación Mapfre,event_cost__0,event_id,event_title
"1527239147-163","https://www.fundacionmapfre.org/fundacion/es_es/exposiciones/sala-casa-garriga-nogues/","","https://www.fundacionmapfre.org/fundacion/es_es/exposiciones/sala-casa-garriga-nogues/shomei-tomatsu.jsp","/fundacion/es_es/images/tomatsu-894x602_tcm1069-447951_thumbnail_w283_h-1.jpg","05/06/2018","16/09/2018","Exposición en Barcelona. Sala Fundación MAPFRE Casa Garriga Nogués
				
				
				
				Del 05/06/2018 al 16/09/2018
				
				
				Desde el 5 de junio podrá visitarse en nuestra sala de Barcelona, la casa Garriga Nogués, la primera retrospectiva en España de la obra de Shomei Tomatsu (Nagoya, Aichi 1930 – Naha, Okinawa, 2012), sin duda uno de los fotógrafos más importantes del Japón contemporáneo.
				Comprar","null","null","null","null","null","/fundacion/es_es/exposiciones/sala-casa-garriga-nogues/shomei-tomatsu.jsp","Shomei Tomatsu"
