event_link,event_link-href,event_title1,event_start,event_text,event_image-src,event_end,event_category__Exposición__Galerías__Arte emergente__Ilustración__Próximas inauguraciones,event_organizer__Miscelanea,event_venue__Miscelanea,event_maplink__1,event_cost__0,event_id,event_title2
Greetings from Barcelona,https://www.miscelanea.info/e1036/greetings-from-barcelona,Greetings from Barcelona,"23 de Noviembre  2017 al

				26 de Noviembre  2017","Greetings from Barcelona es una intervención artística de los alumnos y profesores del Master de Fotografía y Diseño de ELISAVA y parte de la postal como tema, medio y fin.",https://www.miscelanea.info/public/images/postalesibrahim1.jpg,"23 de Noviembre  2017 al

				26 de Noviembre  2017",null,null,null,null,null,/e1036/greetings-from-barcelona,null
