event_title,event_start,event_end,event_image-src,event_text,event_link,event_link-href,event_id,event_maplink__1,event_organizer__Fundación Joan Miró,event_venue__Fundación Joan Miró,event_cost__7,event_category__Exposición__Fundación Joan Miró__Próximas inauguraciones
Joan Miró y las figuritas del belén,21/11/2017,07/01/2018,https://www.fmirobcn.org/media/upload/cache/la_pinacoteca_gomis_150831463362_255.jpg,"Josep Mañà propone el montaje de un belén casero realizado con figuritas catalanas y mallorquinas tradicionales. Esta escenificación quiere hacer patente la admiración que Joan Miró sentía por esta iconografía de arte popular, que coleccionaba y que recreó en varias de sus pinturas y esculturas.","sobre ""Joan Miró y las figuritas del belén""",https://www.fmirobcn.org/es/exposiciones/5736/joan-miro-y-las-figuritas-del-belen,/es/exposiciones/5736/joan-miro-y-las-figuritas-del-belen,null,null,null,null,null
