event_title,event_start,event_text,event_image-src,event_end,event_base-url__https://www.lapedrera.com/es/exposiciones-0,event_category__Exposición__La Pedrera,event_organizer__La Pedrera,event_venue__La Pedrera,event_maplink__1,event_cost__3,event_id
"JOAN PONÇ. Diábolo","06/10/2017  -  04/02/2018 |","null","https://www.lapedrera.com/sites/default/files/styles/crop_653x255/public/JOAN%20PON%C3%87%20Nocturn%2C%201950.jpg?itok=ttMdDpRz","06/10/2017  -  04/02/2018 |","null","null","null","null","null","null","JOAN PONÇ. Diábolo"
