"Varios artistas
				 - Premio de Pintura 2016","<p><img src='http://gestio.fundaciovilacasas.com/contactes//upfiles/exposicions/imatges/th_th_A9860217.jpg' width='228' height='182' alt='Varios artistas
				 - Premio de Pintura 2016' />Inauguración a las 19:30 h</p>",09/19/2016,12/18/2016,"Exposición, Museo Can Framis, Pintura, Arte local",Museo Can Framis,Museo Can Framis,5,1,1,1,,
