"EVENT NAME","VENUE NAME","START DATE","START TIME","END DATE","END TIME","ALL DAY EVENT?","CATEGORIES","EVENT COST","EVENT WEBSITE","SHOW MAP LINK?","SHOW MAP?","EVENT DESCRIPTION","EVENT IMAGE"
"EL Joc Ideal. Taller a càrrec de Constanza Mendoza","Hangar","05/05/2017","","","",1,"Actividad, Espacios alternativos, Taller","","https://hangar.org/es/workshops-artist2artists/el-juego-ideal-taller-a-cargo-de-constanza-mendoza/",1,1,"<p><img src='http://hangar.org/webnou/wp-content/uploads/2016/07/Hieronymus_Bosch-_The_Seven_Deadly_Sins_and_the_Four_Last_Things-200x150.jpg' width='228' height='182' alt='EL Joc Ideal. Taller a càrrec de Constanza Mendoza' /></p>","https://hangar.org/webnou/wp-content/uploads/2016/07/Hieronymus_Bosch-_The_Seven_Deadly_Sins_and_the_Four_Last_Things-200x150.jpg"
"Taller de Net art y diseño interactivo para la web","Hangar","06/03/2017","","","",1,"Actividad, Espacios alternativos, Taller","","https://hangar.org/es/news/espanol-taller-de-net-art-y-diseno-interactivo-para-la-web-2/",1,1,"<p><img src='http://hangar.org/webnou/wp-content/uploads/2017/05/netart02-200x150.jpg' width='228' height='182' alt='Taller de Net art y diseño interactivo para la web' /></p>","https://hangar.org/webnou/wp-content/uploads/2017/05/netart02-200x150.jpg"
"Taller de Video mapping aplicado a la instalación audiovisual y la escenografía digital","Hangar","06/13/2017","","","",1,"Actividad, Espacios alternativos, Taller","","https://hangar.org/es/news/espanol-taller-de-video-mapping-aplicado-a-la-instalacion-audiovisual-y-la-escenografia-digital/",1,1,"<p><img src='http://hangar.org/webnou/wp-content/uploads/2017/05/mapping01-200x150.jpg' width='228' height='182' alt='Taller de Video mapping aplicado a la instalación audiovisual y la escenografía digital' /></p>","https://hangar.org/webnou/wp-content/uploads/2017/05/mapping01-200x150.jpg"
"NOCTURNAL EMISSIONS  Taller con Francesc Ruiz","Hangar","05/27/2017","","","",1,"Actividad, Espacios alternativos, Taller","","https://hangar.org/es/workshops-artist2artists/nocturnal-emissions-taller-amb-francesc-ruiz/",1,1,"<p><img src='http://hangar.org/webnou/wp-content/uploads/2017/03/nocturnal-emissions-200x150.jpg' width='228' height='182' alt='NOCTURNAL EMISSIONS  Taller con Francesc Ruiz' /></p>","https://hangar.org/webnou/wp-content/uploads/2017/03/nocturnal-emissions-200x150.jpg"
"Taller de Letras “Carga Máxima”","Hangar","05/20/2017","","","",1,"Actividad, Espacios alternativos, Taller","","https://hangar.org/es/news/espanol-taller-de-letras-carga-maxima/",1,1,"<p><img src='http://hangar.org/webnou/wp-content/uploads/2017/05/Flyer-Cuadrado-Espan%CC%83a-200x150.jpg' width='228' height='182' alt='Taller de Letras “Carga Máxima”' /></p>","https://hangar.org/webnou/wp-content/uploads/2017/05/Flyer-Cuadrado-Espan%CC%83a-200x150.jpg"
"Workshop práctico de utilización de las herramientas de Systorgy","Hangar","02/02/2017","","02/04/2017","",1,"Actividad, Espacios alternativos, Taller","","https://hangar.org/es/news/sytorgy-de-marcelli-antunez/",1,1,"<p><img src='http://hangar.org/webnou/wp-content/uploads/2016/10/PSEUDO_COTRONE_MAntunezPh_CRodriguez-200x150.jpg' width='228' height='182' alt='Workshop práctico de utilización de las herramientas de Systorgy' /></p>","https://hangar.org/webnou/wp-content/uploads/2016/10/PSEUDO_COTRONE_MAntunezPh_CRodriguez-200x150.jpg"
