event_title,event_text,event_start,event_end,event_venue__Hangar,event_link,event_link-href,event_category__Actividad__Hangar__Taller,event_maplink__1,event_cost__?,event_id,event_image-src
Taller “Distribución Perturbadora” a cargo de Francesc Ruiz,,26-18 ene. 2016,26-18 ene. 2016,null,,http://hangar.org/es/workshops-artist2artists/english-taller-distribucion-perturbadora-a-cargo-de-francesc-ruiz/,null,null,null,https://hangar.org/es/workshops-artist2artists/english-taller-distribucion-perturbadora-a-cargo-de-francesc-ruiz/,https://hangar.org/webnou/wp-content/uploads/2015/11/distribution-200x150.jpg
