event_link,event_link-href,event_start,event_end,event_image-src,event_title1,event_title2,event_text,event_maplink__1,event_cost__0,event_category__Actividad__La Capella,event_organizer__La Capella,event_venue__La Capella,event_id
Ciclo de cine - La dissidència nostàlgica,http://lacapella.bcn.cat/es/activitats/ciclo-de-cine-la-dissid%C3%A8ncia-nost%C3%A0lgica,"Jueves, 30 Marzo, 2017","Jueves, 30 Marzo, 2017",http://lacapella.bcn.cat/sites/default/files/styles/bildresumen/public/activitats/rachachant.jpg,Ciclo de cine - La dissidència nostàlgica,Joana Hurtado,Filmoteca de Catalunya,null,null,null,null,null,/es/activitats/ciclo-de-cine-la-dissid%C3%A8ncia-nost%C3%A0lgica
The Touching Community / Greenberg_1992,http://lacapella.bcn.cat/es/activitats/touching-community-greenberg1992,"Sábado, 25 Marzo, 2017","Sábado, 25 Marzo, 2017",http://lacapella.bcn.cat/sites/default/files/styles/bildresumen/public/activitats/08_aimarperezgali_thetouchingcommunity.png,The Touching Community / Greenberg_1992,Aimar Pérez Galí,"Desde 2015, Aimar Pérez Galí investiga el impacto que tuvo la epidemia del sida en el contexto de la danza española y latinoamericana, y lo relaciona con la expansión paralela del contact improvisation, práctica de danza en la que el movimiento se improvisa a partir del contacto físico entre dos o más cuerpos. Sida y contact hacen caer la barrera inmunológica y te invitan a vivir con lo desconocido.",null,null,null,null,null,/es/activitats/touching-community-greenberg1992
