event_title1,event_title2,event_image-src,event_text,event_start,event_end,event_venue,event_link,event_link-href,event_organizer__MACBA,event_category__Actividad__MACBA,event_maplink__1,event_cost__10,event_id
El amor aparece en lugares inesperados (II),Taller de performance con Dora García,http://www.macba.cat/uploads/20160107/15_12_30_rwm_dora_garcia.4.jpg,"Sobre serendipia e investigación artística

(Serendipia: un descubrimiento o un hallazgo afortunado e inesperado que se produce cuando se está buscando otra cosa distinta. También puede referirse a la habilidad de un sujeto para reconocer que ha hecho un descubrimiento importante aunque no tenga relación con lo que busca. En términos más generales se puede denominar así también a la casualidad, coincidencia o accidente.)



Dora García propondrá algunos «casos de estudio»: obras realizadas por ella que son fruto de una serie de coincidencias, en ocasiones coincidencias sorprendentes. Se intenta evocar la creación de obras artísticas como género narrativo, cercano a la novela de detectives y también a la novela fantástica. Se invocan experiencias similares entre los artistas asistentes y, finalmente, se propone un ejercicio práctico de desarrollo de una idea.",01 feb.,05 feb. 2016,Auditori Convent dels Àngels,,http://www.macba.cat/es/dora-garcia-el-amor-aparece-en-lugares-inesperados-2/1/actividades/activ,null,null,null,null,/es/dora-garcia-el-amor-aparece-en-lugares-inesperados-2/1/actividades/activ
PLOM,MACBA se vive,http://www.macba.cat/uploads/20151214/macba_viu.4.jpg,"El sonido de PLOM son sutiles aberraciones rítmicas, melodías de estructuras precisas que conviven en un magma imprevisto. El plomo sujeta cada uno de los pequeños fragmentos de la vidriera, forma una belleza fractal al límite que, de repente, como una pedrada, estalla en mil pedazos que serán reconstruidos nuevamente en lo inesperado.

	

Más información: www.paumf.cat / nyapster.bandcamp.com",30 ene. 2016,null,MACBA,,http://www.macba.cat/es/mev-plom/1/actividades/activ,null,null,null,null,/es/mev-plom/1/actividades/activ
The Museum is Closed,Salah Malouli,,"Un martes al mes, cuando el museo permanece cerrado, se abre el taller del MACBA para escuchar proyectos de artistas, colectivos y comisarios con la única intención de dialogar y crear complicidades y retornos entre los asistentes. Cada martes estará liderado por un proyecto e invitados diferentes, un programa que reproduce procesos de trabajo comunes en las prácticas artísticas de colectivos independientes. En esta ocasión contaremos con Salah Malouli, quien dirigirá el encuentro en enero, mientras que Espai Colona lo hará en febrero.



Salah Malouli

Gestor cultural y traductólogo, Salah Malouli ha trabajado en múltiples festivales en España y en Marruecos, y ha colaborado en la organización de proyectos culturales como Bcn Mp7 hip hop Casablanca, BAFF anime 2010, Festival Slam Klam, El Uno y el Múltiple, proyecto de residencias y exposiciones comisariado por Pedro Soler, o Summer of Labs, evento que se organiza en Nantes, San Sebastián, Bilbao, Vigo, Guimarach y Casablanca. Ha sido fundador y responsable de la plataforma Opentaqafa, laboratorio de investigación sobre la cultura libre en Marruecos, que tiene como objetivo impulsar iniciativas y microproyectos con ADN opensource. Desde 2011 es miembro del Arco Atlántico y de loLabs, red de laboratorios de experimentación con tecnologías. Recientemente ha organizado el proyecto Rosoum. Estrategias para un cómic árabe independiente, en el contexto de BCN Producció 2015.",26 ene. 2016,null,Espai Taller  MACBA,,http://www.macba.cat/es/the-museum-is-closed-salah-malouli/1/actividades/activ,null,null,null,null,/es/the-museum-is-closed-salah-malouli/1/actividades/activ
