event_image,event_link,event_link-href,event_title,event_start,event_end,event_text,event_venue__BALTSprojects,event_organizer__BALTSprojects,event_category__Galerien__Ausstellung__Architektur,event_cost__0,event_id
"http://baltsprojects.com/wp-content/uploads/2016/12/1-BALTSprojects_landscapesminiuatres_Naiman-web_003.jpg","MINIATURES AND LANDSCAPES

An exhibition developed in collaboration with:
 Jann Erhard, Leon Faust, Hermes Killer and Nathanael Weiss

Exhibition 10 December – 28 January 2017","http://baltsprojects.com/#fbox-exhibition-789","miniatures and landscapes","10. Dezember – 28. Januar 2017","10. Dezember – 28. Januar 2017","Die Ausstellung miniatures and landscapes zeigt eine Reihe von großmaßstäblichen Modellen, die versuchen, den architektonischen Raum oder Raumsysteme zu miniaturisieren. Ein Universitätsgebäude, ein Wohnblock, eine Sporthalle – jedes dieser Modelle wurde in den Maßstäben 1:50, 1:20 oder 1:33 gebaut. Einen dynamischen Pol zur Präsenz der Modelle bilden Fotoserien welche an die Wand projiziert werden. Diese zeigen Aufnahmen von ruralen und urbanen Landschaften. Die Modelle bewegen sich durch eine Folge der Landschaften. Es sind Räume und Raumsysteme die in Bewegung sind, und die zu Architektur werden, anstatt Architektur bleiben.","null","null","null","null","#fbox-exhibition-789"
