event_title1,event_title2,event_image-src,event_text,event_start,event_end,event_venue,event_link,event_link-href,event_organizer__MACBA,event_category__Actividad__MACBA,event_maplink__1,event_cost__,event_id
"Evidencia, activismo y ley en la era de la posverdad",Baltasar Garzón conversa con Yolanda Álvarez y Manuel Vergara,http://www.macba.cat/uploads/20170330/NaqabOverlayDec2016.3.jpg,"Esta actividad podrá seguirse en streaming.



El exjuez Baltasar Garzón impulsa las luchas políticas por los derechos humanos mediante la ley. Desde su aparición en el debate público a raíz de la acusación contra el general Augusto Pinochet o la causa de la exhumación de las víctimas franquistas durante la guerra civil, hasta su implicación actual en la defensa de los derechos humanos y medioambientales, Garzón ha abierto nuevas vías en el uso de pruebas que potencien el debate público. Con motivo de la inauguración de la exposición Forensic Architecture. Hacia una estética investigativa, Garzón ‒cuya fundación FIBGAR colabora actualmente con Forensic Architecture en varias iniciativas‒ participará, junto con su colaborador Manuel Vergara y la periodista y ex corresponsal de TVE en Oriente Medio Yolanda Álvarez, en un debate para reflexionar sobre el uso de la evidencia, el activismo, el derecho y la política, en la llamada era de la posverdad.



Del trabajo de investigación llevado a cabo por Yolanda Álvarez en el programa En portada, destacan dos reportajes recientes: «Esclavas del Daesh» (mayo 2016), que narra el genocidio de la minoría religiosa yazidí en el norte de Irak por parte del autodenominado Estado Islámico; y «Guerra a la mentira» (enero 2017), sobre la investigación con fuentes abiertas, que revela una nueva manera de desmontar las mentiras oficiales vertidas en los conflictos y denunciar las violaciones cometidas contra los derechos humanos.",27 abr. 2017,null,MACBA,,http://www.macba.cat/es/evidencia-activismo-y-ley-en-la-era-de-la-posverdad/1/actividades/activ,null,null,null,null,/es/evidencia-activismo-y-ley-en-la-era-de-la-posverdad/1/actividades/activ
Arquitectura forense,Seminario,http://www.macba.cat/uploads/20170316/forensics.3.jpg,"Esta actividad podrá seguirse en streaming.



El adjetivo forense ‒del latín «exponer ante el fórum»‒ se refiere a la práctica de articular en público un discurso. Pero más allá de la retórica, la ciencia forense se ocupa de aquello que los griegos denominaban prosopopeya: el arte de hacer hablar a las cosas. Los objetos y la información que contienen como testigos materiales de los acontecimientos. En paralelo a la exposición Forensic Architecture. Hacia una estética investigativa, este seminario profundiza en el sentido de las investigaciones artísticas para la reivindicación de la defensa de los derechos humanos, así como en la introducción de temas de importancia crucial en la esfera pública como es el del ecocidio. En el seminario se aborda la metodología desarrollada por el grupo y se presentan diversos casos de estudio realizados por artistas que ponen en evidencia la relevancia del arte en la investigación para hacer visible lo invisible.",14 jun. 2017,null,Auditori Meier,,http://www.macba.cat/es/arquitectura-forense-seminario/1/actividades/activ,null,null,null,null,/es/arquitectura-forense-seminario/1/actividades/activ
