event_title2,event_start,event_text,event_image-src,event_end,event_base-url__http://www.fundaciovilacasas.com/es/exposiciones-y-actividades/espai-volart-barcelona/_m:1/,event_category__Exposición__Espai Volart,event_organizer__Espai Volart,event_venue__Espai Volart,event_maplink__1,event_cost__1,event_id,event_title1
"Retrospectiva","7 mayo 2015- 28 junio 2015","Pintor autodidacta definido por la crítica como un heredero del grupo Dau al Set y del surrealismo internacional, presenta una obra de vanguardia con un importante sedimento lingüístico. Influido por la trayectoria de su padre, litógrafo y retratista, Porta Missé siempre defendió su independencia respecto de los movimientos artísticos y las categorizaciones, convirtiéndose en un artista inclasificable dentro de los estilos de la vanguardia. La presente exposición se articula como una retrospectiva de su producción, a partir de la exhibición de una treintena de piezas que abarcan temas tan diversos como la figura femenina, el constructivismo o los insectos.","http://www.fundaciovilacasas.com/_images/c_event/118/3903_m.jpg","7 mayo 2015- 28 junio 2015","null","null","null","null","null","null","Josep Maria Porta Missé
				
				Retrospectiva","Josep Maria Porta Missé"
