"EVENT NAME","VENUE NAME","START DATE","START TIME","END DATE","END TIME","ALL DAY EVENT?","CATEGORIES","EVENT COST","EVENT WEBSITE","SHOW MAP LINK?","SHOW MAP?","EVENT DESCRIPTION","EVENT IMAGE"
"Taller de Video mapping aplicado a la instalación audiovisual y la escenografía digital","Hangar","06/13/2017","","06/13/2017","",1,"Actividad, Espacios alternativos, Taller","","https://hangar.org/es/news/espanol-taller-de-video-mapping-aplicado-a-la-instalacion-audiovisual-y-la-escenografia-digital/",1,1,"<p><img src='http://hangar.org/webnou/wp-content/uploads/2017/05/mapping01-200x150.jpg' width='228' height='182' alt='Taller de Video mapping aplicado a la instalación audiovisual y la escenografía digital' /></p>","https://hangar.org/webnou/wp-content/uploads/2017/05/mapping01-200x150.jpg"
"Taller “Cine MacGyver: cámaras DIY”","Hangar","07/06/2017","","07/06/2017","",1,"Actividad, Espacios alternativos, Taller","","https://hangar.org/es/news/workshop-macgyver-filmmaking-diy-camera-apparatuses/",1,1,"<p><img src='http://hangar.org/webnou/wp-content/uploads/2017/05/360-Camera-1-1-200x150.jpg' width='228' height='182' alt='Taller “Cine MacGyver: cámaras DIY”' /></p>","https://hangar.org/webnou/wp-content/uploads/2017/05/360-Camera-1-1-200x150.jpg"
"Taller de Net art y diseño interactivo para la web","Hangar","06/03/2017","","06/03/2017","",1,"Actividad, Espacios alternativos, Taller","","https://hangar.org/es/news/espanol-taller-de-net-art-y-diseno-interactivo-para-la-web-2/",1,1,"<p><img src='http://hangar.org/webnou/wp-content/uploads/2017/05/netart02-200x150.jpg' width='228' height='182' alt='Taller de Net art y diseño interactivo para la web' /></p>","https://hangar.org/webnou/wp-content/uploads/2017/05/netart02-200x150.jpg"
