event_title,event_start,event_text,event_image-src,event_end,event_base-url__https://www.lapedrera.com/es/exposiciones-0,event_category__Exhibition__La Pedrera,event_organizer__La Pedrera,event_venue__La Pedrera,event_maplink__1,event_cost__3,event_id
"Toni Catany: Back and Forth","15/03/2016  -  17/07/2016 |","The exhibition is a review of the work of Catany with a transversal look which interweaves chronologies and geographies (from his Mediterranean to the Caribbean and India), with special emphasis on the photographs taken at its last stage.","https://www.lapedrera.com/sites/default/files/styles/crop_653x255/public/CATANY%20Bodeg%C3%B3%20n%C3%BAm.%20122_2012%20portada_1.jpg?itok=TYqw-WLD","15/03/2016  -  17/07/2016 |","null","","null","null","null","null","Toni Catany: Back and Forth"
