event_link,event_link-href,event_image-src,event_start,event_end,event_text,event_title,event_category__CaixaForum__Exposición,event_maplink__1,event_organizer__CaixaForum,event_venue__CaixaForum,event_cost__4,event_id
"19º FotoPres ""la Caixa"". Nueva imagen documental","http://obrasocial.lacaixa.es/nuestroscentros/caixaforumbarcelona/fotopres_es.html","http://obrasocial.lacaixa.es/deployedfiles/obrasocial/Estaticos/imagenes/Nuestros_centros/caixaforumbarcelona/fotopres_02_mini.jpg","Del 8 de julio al 18 de octubre de 2015","Del 8 de julio al 18 de octubre de 2015","La exposición ""19º FotoPres 'la Caixa'. Nueva imagen documental"" recoge los diez proyectos beneficiarios de las Ayudas a la Producción y Publicación para Proyectos de Imagen Documental de la Obra Social ""la Caixa"".","19º FotoPres ""la Caixa"". Nueva imagen documental","null","null","null","null","null","/deployedfiles/obrasocial/Estaticos/imagenes/Nuestros_centros/caixaforumbarcelona/fotopres_02_mini.jpg"
"Tres narrativas.LENGUAJE","http://obrasocial.lacaixa.es/nuestroscentros/caixaforumbarcelona/lenguaje_es.html","http://obrasocial.lacaixa.es/deployedfiles/obrasocial/Estaticos/imagenes/Nuestros_centros/lenguaje_01_mini.jpg","Del 17 de julio al 27 de septiembre de 2015","Del 17 de julio al 27 de septiembre de 2015","""Tres narrativas. Lenguaje"" es la última exposición del ciclo comisariado por Enrique Juncosa. A través de obras de la Colección ”la Caixa” de Arte Contemporáneo, este ciclo propone un modelo dialogante y literario para elaborar diferentes narrativas. Se presentan obras de los artistas Giovani Anselmo, Tony Cragg, Richard Deacon, Andreas Gursky, Xavier Grau, Peter Halley, Jonathan Lasker, Bruce Nauman, Tino Sehgal, Hiroshi Sugimoto, Juan Uslé y Agnes Martin.","Tres narrativas. Lenguaje","null","null","null","null","null","/deployedfiles/obrasocial/Estaticos/imagenes/Nuestros_centros/lenguaje_01_mini.jpg"
"Ventanas al mundo","http://obrasocial.lacaixa.es/nuestroscentros/caixaforumbarcelona/ventanasalmundo_es.html","http://obrasocial.lacaixa.es/deployedfiles/obrasocial/Estaticos/imagenes/Nuestros_centros/caixaforumbarcelona/em_diuen_tubab_mini.jpg","Del 27 de febrero al 31 de agosto de 2015","Del 27 de febrero al 31 de agosto de 2015","Este espacio de CaixaForum presenta una muestra de cortometrajes protagonizados por personas de distintos países del mundo que viven situaciones a menudo muy adversas y que, no obstante, afrontan la realidad con gran valentía.","Ventanas al mundo","null","null","null","null","null","/deployedfiles/obrasocial/Estaticos/imagenes/Nuestros_centros/caixaforumbarcelona/em_diuen_tubab_mini.jpg"
"Alvar Aalto. 1898-1976. Arquitectura orgánica, arte y diseño","http://obrasocial.lacaixa.es/nuestroscentros/caixaforumbarcelona/alvaraalto_es.html","http://obrasocial.lacaixa.es/deployedfiles/obrasocial/Estaticos/imagenes/Nuestros_centros/alvar_aalto_001_mini.jpg","Del 3 de junio al 23 de agosto de 2015","Del 3 de junio al 23 de agosto de 2015","Gran retrospectiva en CaixaForum Barcelona sobre este arquitecto finlandés.
La muestra presenta una amplia panorámica de la vida y producción de este legendario arquitecto, se detiene en sus edificios y diseños más representativos y desvela numerosos nuevos aspectos de su producción. Incluye doce maquetas históricas y más de un centenar de piezas entre dibujos originales, muebles, lámparas y objetos de cristal, así como obras de otros artistas con los que compartió inquietudes y amistad, tales como Alexander Calder o Jean Arp, y fotografías históricas y modernas a cargo del fotógrafo Armin Linke.","Alvar Aalto. 1898-1976. Arquitectura orgánica, arte y diseño","null","null","null","null","null","/deployedfiles/obrasocial/Estaticos/imagenes/Nuestros_centros/alvar_aalto_001_mini.jpg"
