event_title2,event_start,event_text,event_image-src,event_end,event_base-url__http://www.fundaciovilacasas.com/es/exposiciones-y-actividades/espai-volart-2-barcelona/_m:6/,event_category__Exposición__Espai Volart 2,event_organizer__Espai Volart 2,event_venue__Espai Volart 2,event_maplink__1,event_cost__1,event_id,event_title1
"Viatge en el temps","7 mayo 2015- 19 julio 2015","La relectura de las grandes obras del pasado es una de las constantes en el trabajo de Lluís Barba (Barcelona, 1952). Sus ejercicios de reinterpretación, plasmados en una obra que recuerda al collage, difuminan las fronteras históricas para cuestionar la fragilidad de nuestra memoria. La exposición se encuentra dividida en cuatro espacios, el primero de los cuales muestra una intervención fotográfica del artista sobre grabados de Pieter Brueghel que ilustran los siete pecados capitales. El segundo es una conversación simulada entre doce artistas de diferentes disciplinas y, el tercero, una mirada subjetiva y personal hacia la historia del arte, a partir de su composición El jardí de les delícies. Finalmente, en un cuarto espacio se exhibe su En memòria de Guernica, que invita al espectador a reflexionar sobre la pérdida de los valores del humanismo en los tiempos contemporáneos.","http://www.fundaciovilacasas.com/_images/c_event/117/3953_m.jpg","7 mayo 2015- 19 julio 2015","null","null","null","null","null","null","Lluís Barba
				
				Viatge en el temps","Lluís Barba"
