event_link,event_link-href,event_title1,event_start,event_text,event_image-src,event_end,event_category__Exposición__Galerías__Arte emergente__Ilustración,event_organizer__Miscelanea,event_venue__Miscelanea,event_maplink__1,event_cost__0,event_id,event_title2
CHINESE NEW YEAR,http://www.miscelanea.info/e962/chinese-new-year,CHINESE NEW YEAR,"30
						Mar '16
						


											al
						17
						Abr '16",INAUGURACIÓN: Miércoles 30 a las 20:00h.,http://www.miscelanea.info/public/images/refugioplantasbaja.jpg,"30
						Mar '16
						


											al
						17
						Abr '16",null,null,null,null,null,/e962/chinese-new-year,David de las Heras
