event_link,event_link-href,event_image-src,event_start,event_end,event_text,event_title,event_category__CaixaForum__Exposición,event_maplink__1,event_organizer__CaixaForum,event_venue__CaixaForum,event_cost__4,event_id
· Ventanas al mundo,http://obrasocial.lacaixa.es/nuestroscentros/caixaforumbarcelona/ventanasalmundo_es.html,http://obrasocial.lacaixa.es/deployedfiles/obrasocial/Estaticos/imagenes/Nuestros_centros/caixaforumbarcelona/yo_decido_vivir_en_paz_mini.jpg,Del 22 de enero al 28 de agosto de 2016,Del 22 de enero al 28 de agosto de 2016,"Un acercamiento a la realidad de países de África, Asia y América Latina a través de cortometrajes protagonizados por personas que viven en circunstancias adversas y que luchan para seguir adelante.",Ventanas al mundo,null,null,null,null,null,/deployedfiles/obrasocial/Estaticos/imagenes/Nuestros_centros/caixaforumbarcelona/yo_decido_vivir_en_paz_mini.jpg
