event_image-src,event_link,event_link-href,event_title,event_start,event_end,event_text,event_organizer__Museum Haus Konstruktiv,event_venue__Museum Haus Konstruktiv,event_category__Museum Haus Konstruktiv__Zeitgenössische Kunst__Ausstellung,event_cost__16,event_id
http://hauskonstruktiv.ch/media/2798F9DB-155D-C846-010DEFE48E2F0FA1/Julije_Knifer-v.jpg,,http://hauskonstruktiv.ch/deCH/ausstellungen/coming-soon/julije-knifer.htm,null,"26. Oktober bis 14. Januar 2018 
Vernissage: 25. Oktober, 18 Uhr","26. Oktober bis 14. Januar 2018 
Vernissage: 25. Oktober, 18 Uhr","Das Museum Haus Konstruktiv freut sich, eine umfassende Ausstellung mit Werken des kroatischen Künstlers Julije Knifer (1924–2004) realisieren zu können. Die in enger Zusammenarbeit mit der Tochter des Künstlers entwickelte Schau präsentiert neben Gemälden und Arbeiten auf Papier eine Auswahl von Tagebüchern Knifers.",null,null,null,null,Julije Knifer
http://hauskonstruktiv.ch/media/2798F9DB-155D-C846-010DEFE48E2F0FA1/Aurelie_Nemours-v.jpg,,http://hauskonstruktiv.ch/deCH/ausstellungen/coming-soon/aurelie-nemours.htm,Aurélie Nemours,"Aus Schweizer Privatsammlungen
26. Oktober bis 14. Januar 2018 
Vernissage: 25. Oktober, 18 Uhr","Aus Schweizer Privatsammlungen
26. Oktober bis 14. Januar 2018 
Vernissage: 25. Oktober, 18 Uhr","Das Museum Haus Konstruktiv widmet der französischen Künstlerin Aurélie Nemours (1910–2005) eine Einzelausstellung, die – dank Leihgaben aus privaten Sammlungen – die unterschiedlichen Schaffensphasen dieser Grande Dame der geometrisch-abstrakten Kunst vorstellt.",null,null,null,null,Aurélie Nemours
http://hauskonstruktiv.ch/media/2798F9DB-155D-C846-010DEFE48E2F0FA1/Humeau-v.jpg,,http://hauskonstruktiv.ch/deCH/ausstellungen/coming-soon/zurich-art-prize-2017brmarguerite-humeau.htm,null,"26. Oktober bis 14. Januar 2018
Vernissage: 25. Oktober, 18 Uhr","26. Oktober bis 14. Januar 2018
Vernissage: 25. Oktober, 18 Uhr","Das Museum Haus Konstruktiv und die Zurich Insurance Group Ltd freuen sich sehr, mit Marguerite Humeau die diesjährige Gewinnerin des Zurich Art Prize zu würdigen und anlässlich der zehnten Ausgabe des international renommierten Preises eine wichtige Neuerung bekannt zu geben: Zur bisherigen Summe von CHF 80’000, die jeweils in eine Einzelausstellung im Museum Haus Konstruktiv fliesst, wird ab 2017 dem Preisträger/der Preisträgerin zusätzlich ein Preisgeld in Höhe von CHF 20’000 zugesprochen.",null,null,null,null,"Marguerite Humeau
RIDDLES (Final Beats)"
