event_link,event_link-href,event_image-src,event_start,event_end,event_text,event_title,event_category__Fundación Mapfre__Exposición,event_maplink__1,event_organizer__Fundación Mapfre,event_venue__Fundación Mapfre,event_cost__0,event_id,event_more,event_more-href
"","https://www.fundacionmapfre.org/fundacion/en/culture-history/our-exhibition-hall/exposicionesbarcelona/default.jsp","","null","null","May 28 to August 28, 2016","","null","null","null","null","null","null","","http://exposiciones.fundacionmapfre.org/exposiciones/en/brucedavidson/"
