event_title2,event_start,event_text,event_image-src,event_end,event_category__Exposición__Espai Volart__Arte local,event_organizer__Espai Volart,event_venue__Espai Volart,event_maplink__1,event_cost__1,event_id,event_title1,event_link,event_link-href
Una música de cámara,Jueves 19 | Enero  | 2017 - Domingo 26 | Marzo  | 2017,,https://gestio.fundaciovilacasas.com/contactes//upfiles/exposicions/imatges/th_th_A12280791.jpg,Jueves 19 | Enero  | 2017 - Domingo 26 | Marzo  | 2017,null,null,null,null,null,es/exposicion/una-musica-de-camara,Francesc Todó,,http://www.fundaciovilacasas.com/es/exposicion/una-musica-de-camara
