event_link,event_link-href,event_title,event_start,event_text,event_image-src,event_end,event_category__Exposición__Museo Can Framis__Pintura__Arte local,event_organizer__Museo Can Framis,event_venue__Museo Can Framis,event_maplink__1,event_cost__5,event_id
,http://www.fundaciovilacasas.com/es/exposicion/jordi-alcaraz,"Jordi Alcaraz																			
				 - JORDI ALCARAZ",Lunes 23 | Enero - Domingo 18 | Junio,"Jordi Alcaraz (Calella, 1963) es un creador en el intersticio que separa la poesía visual y la proyección conceptual, con una propuesta de aproximación metafórica al objeto. Alcaraz experimenta con materiales frágiles presos de un cierto lirismo –el agua, el vidrio, el espejo, el libro– para trabajar relaciones de tensión entre la materia y tejer un discurso en torno al volumen, el lenguaje y el tiempo. Su obra, que trasciende el límite entre disciplinas, es un alegato a favor de la obra inacabada y el arte como ficción.",https://gestio.fundaciovilacasas.com/contactes//upfiles/exposicions/imatges/th_th_A12264194.jpg,Lunes 23 | Enero - Domingo 18 | Junio,null,null,null,null,null,"Jordi Alcaraz									

																											
										
									
										JORDI ALCARAZ"
