web-scraper-order,web-scraper-start-url,event_title,event_start,event_end,event_image-src,event_text,event_link,event_link-href,event_id,event_maplink__1,event_organizer__Fundación Joan Miró,event_venue__Fundación Joan Miró,event_cost__7,event_category__Exposición__Fundación Joan Miró__Próximas inauguraciones
1529531918-127,http://www.fmirobcn.org/exposiciones/,Lee Miller y el surrealismo en Gran Bretaña,31/10/2018,20/01/2019,/media/upload/cache/web_corsetry_solarised_photographs_vogue_studio_london_england_may_1942_152939708962_255.jpg,"La exposición Lee Miller y el surrealismo en Gran Bretaña en el Reino Unido nos aproxima a uno de los polos más importantes de la compleja red internacional del movimiento surrealista. El matrimonio formado por la fotógrafa norteamericana Lee Miller y el británico Roland Penrose ejerció de embajador de la causa surrealista en territorio londinense y estableció una estrecha relación con Joan Miró, quién mantuvo un contacto permanente con la escena británica que culminó, en 1964, con una exposición monográfica en la Tate Gallery.","sobre ""Lee Miller y el surrealismo en Gran Bretaña""",https://www.fmirobcn.org/es/exposiciones/5741/lee-miller-y-el-surrealismo-en-gran-bretana,/es/exposiciones/5741/lee-miller-y-el-surrealismo-en-gran-bretana,null,null,null,null,null
