web-scraper-order,web-scraper-start-url,event_link,event_link-href,event_title,event_image-src,event_text,event_start,event_end,event_maplink__1,event_cost__12,event_organizer__MNAC,event_venue__MNAC,event_category__Exposición__MNAC__Arte Clásico__Próximas inauguraciones,event_id
1529532037-146,http://www.museunacional.cat/es/exposiciones-futuras,Bartolomé Bermejo,http://www.museunacional.cat/es/bartolome-bermejo-0,Bartolomé Bermejo,http://www.museunacional.cat/sites/default/files/images/field_exibition_images/crist_als_llimbs_bermejo_015872-000_087811_1.jpg,Exposición monográfica de este excepcional pintor gótico del siglo XV. Su obra destaca por su técnica extraordinaria y por la originalidad iconográfica.,null,null,null,null,null,null,null,Bartolomé Bermejo
