web-scraper-order,web-scraper-start-url,event_link,event_link-href,event_image-src,event_start,event_end,event_text,event_category__CaixaForum__Exposición__Próximas inauguraciones,event_maplink__1,event_organizer__CaixaForum,event_venue__CaixaForum,event_cost__4,event_id,event_title1
1529531236-6,https://caixaforum.es/es/barcelona/exposiciones?p_p_id=webcentrosexposicioneslistportlet_WAR_webcentrosexposicioneslistportlet&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_webcentrosexposicioneslistportlet_WAR_webcentrosexposicioneslistportlet_javax.portlet.action=searchLandingFormAction,FARAÓN. REY DE EGIPTO,https://caixaforum.es/es/barcelona/fichaexposicion?entryId=384223,/documents/20924/24359/faraon+expo+cast+mini/a4e4b268-6838-7825-5735-e21e73efc73d?t=1523967399000,Del 8 de junio al 16 de septiembre de 2018,Del 8 de junio al 16 de septiembre de 2018,"Tras las imágenes y los objetos del antiguo Egipto que han llegado hasta nuestros días se esconde la realidad de un imperio que ha fascinado al hombre a lo largo de la historia. ""Faraón. Rey de Egipto"" presenta dichos objetos para explicar la vida en esos tiempos, prestando especial atención a distintos aspectos del monarca egipcio como el carácter divino de los faraones, la simbología de las vestimentas y las joyas, la religiosidad, los rituales, la organización administrativa del país, las guerras expansivas y de protección y, por supuesto, la vida de palacio.",null,null,null,null,null,fichaexposicion?entryId=384223,FARAÓN. REY DE EGIPTO
