event_link,event_link-href,event_image-src,event_start,event_end,event_text,event_title,event_category__Fundación Mapfre__Exposición,event_maplink__1,event_organizer__Fundación Mapfre,event_venue__Fundación Mapfre,event_cost__0,event_id,event_more,event_more-href
"Sala FUNDACIÓN MAPFRE Casa Garriga i Nogués","http://www.fundacionmapfre.org/fundacion/es_es/cultura-historia/nuestras-salas/garriga-nogues","http://www.fundacionmapfre.org/fundacion/es_es/images/la-importancia-del-color_tcm164-136212.jpg","null","null","Esta exposición, organizada expresamente para la inauguración de nuestra sala de exposiciones en Barcelona, plantea cómo el color se convierte en uno de los caminos para llegar del impresionismo a la pintura de vanguardia, a través de 72 obras de primerísima línea que llegan del Museo d’Orsay de París. Entre sus autores están Van Gogh, Matisse, Seurat, Gauguin, Cézanne, Monet, Derain y Renoir. Se trata de obras maestras que en contadas ocasiones han sido expuestas fuera del Museo d’Orsay y que han sido cedidas de forma especial para esta ocasión.","El triunfo del color","null","null","null","null","null","Del 10 de octubre de 2015 al 10 de enero de 2016","","http://www.fundacionmapfre.org/fundacion/es_es/cultura-historia/nuestras-salas/garriga-nogues/prepara-visita.jsp"
