event_link,event_link-href,event_image-src,event_start,event_end,event_text,event_title,event_category__CaixaForum__Exposición,event_maplink__1,event_organizer__CaixaForum,event_venue__CaixaForum,event_cost__4,event_id
"Ventanas al mundo","http://obrasocial.lacaixa.es/nuestroscentros/caixaforumbarcelona/ventanasalmundo_es.html","http://obrasocial.lacaixa.es/deployedfiles/obrasocial/Estaticos/imagenes/Nuestros_centros/caixaforumbarcelona/from_the_streets_to_the_field_mini.jpg","Del 27 de febrero al 4 de octubre de 2015","Del 27 de febrero al 4 de octubre de 2015","Este espacio de CaixaForum presenta una muestra de cortometrajes protagonizados por personas de distintos países del mundo que viven situaciones a menudo muy adversas y que, no obstante, afrontan la realidad con gran valentía.","Ventanas al mundo","null","null","null","null","null","/deployedfiles/obrasocial/Estaticos/imagenes/Nuestros_centros/caixaforumbarcelona/from_the_streets_to_the_field_mini.jpg"
"Animales y faraones.El reino animal enel antiguo Egipto","http://obrasocial.lacaixa.es/nuestroscentros/caixaforumbarcelona/animalesyfaraones_es.html","http://obrasocial.lacaixa.es/deployedfiles/obrasocial/Estaticos/imagenes/Nuestros_centros/caixaforumbarcelona/animales_y_faraones_01_mini.jpg","Del 23 de septiembre de 2015 al 10 de enero de 2016","Del 23 de septiembre de 2015 al 10 de enero de 2016","Los animales salvajes o domesticados tienen un papel fundamental en el antiguo Egipto. La exposición Animales y faraones muestra la función y la importancia de la figura animal en la civilización faraónica.","Animales y faraones. El reino animal en el antiguo Egipto","null","null","null","null","null","/deployedfiles/obrasocial/Estaticos/imagenes/Nuestros_centros/caixaforumbarcelona/animales_y_faraones_01_mini.jpg"
"Tres narrativas.LENGUAJE","http://obrasocial.lacaixa.es/nuestroscentros/caixaforumbarcelona/lenguaje_es.html","http://obrasocial.lacaixa.es/deployedfiles/obrasocial/Estaticos/imagenes/Nuestros_centros/lenguaje_01_mini.jpg","Del 17 de julio al 27 de septiembre de 2015","Del 17 de julio al 27 de septiembre de 2015","""Tres narrativas. Lenguaje"" es la última exposición del ciclo comisariado por Enrique Juncosa. A través de obras de la Colección ”la Caixa” de Arte Contemporáneo, este ciclo propone un modelo dialogante y literario para elaborar diferentes narrativas. Se presentan obras de los artistas Giovani Anselmo, Tony Cragg, Richard Deacon, Andreas Gursky, Xavier Grau, Peter Halley, Jonathan Lasker, Bruce Nauman, Tino Sehgal, Hiroshi Sugimoto, Juan Uslé y Agnes Martin.","Tres narrativas. Lenguaje","null","null","null","null","null","/deployedfiles/obrasocial/Estaticos/imagenes/Nuestros_centros/lenguaje_01_mini.jpg"
"19º FotoPres ""la Caixa"". Nueva imagen documental","http://obrasocial.lacaixa.es/nuestroscentros/caixaforumbarcelona/fotopres_es.html","http://obrasocial.lacaixa.es/deployedfiles/obrasocial/Estaticos/imagenes/Nuestros_centros/caixaforumbarcelona/fotopres_01_mini.jpg","Del 8 de julio al 18 de octubre de 2015","Del 8 de julio al 18 de octubre de 2015","La exposición ""19º FotoPres 'la Caixa'. Nueva imagen documental"" recoge los diez proyectos beneficiarios de las Ayudas a la Producción y Publicación para Proyectos de Imagen Documental de la Obra Social ""la Caixa"".","19º FotoPres ""la Caixa"". Nueva imagen documental","null","null","null","null","null","/deployedfiles/obrasocial/Estaticos/imagenes/Nuestros_centros/caixaforumbarcelona/fotopres_01_mini.jpg"
