event_link,event_link-href,event_title,event_image-src,event_text,event_start,event_end,event_maplink__1,event_cost__5,event_organizer__Museu del Disseny,event_venue__Museu del Disseny,event_category__Museu del Disseny__Diseño,event_id
Más >,http://ajuntament.barcelona.cat/museudeldisseny/es/exposicion/tangibles,Tangibles,http://ajuntament.barcelona.cat/museudeldisseny/sites/default/files/styles/16_9_half/public/exhibition/tangibles_600x600_b.jpg?itok=QrijbfHQ,"Entre el 6 de abril y el 22 de mayo se podrá ver en el Museu del Disseny la exposición Tangibles del fotógrafo Carlos Collado. Tangibles es un proyecto que nace de dos inquietudes del autor: el peso del contexto en la apreciación de una obra de arte y la manera de acercarnos y comprender los objetos de un museo. Con este propósito Tangibles ha seleccionado un escenario singular: el cuidadoso proceso de traslado de las colecciones del Museu del Disseny, del Palacio de Pedralbes hacia la nueva sede de la plaza de las Glòries. El proyecto parte de las visitas que el autor hizo a estos espacios entre septiembre de 2013 y diciembre de 2015.",06 / 04 / 2016,22 / 05 / 2016,null,null,null,null,null,"Tangibles
    
            Temporal
                  
		06 / 04 / 2016
			 - 
	22 / 05 / 2016"
