event_link,event_link-href,event_title,event_image-src,event_text,event_start,event_end,event_maplink__1,event_cost__12,event_organizer__MNAC,event_venue__MNAC,event_category__Exposición__MNAC__Arte Clásico,event_id
Insurrecciones,http://www.museunacional.cat/es/insurrecciones,Insurrecciones,http://www.museunacional.cat/sites/default/files/212790-000_0.jpg,null,24/02/2017,21/05/2017,null,null,null,null,null,Insurrecciones
