event_title,event_text,event_start,event_end,event_venue__Hangar,event_link,event_link-href,event_category__Actividad__Espacios alternativos__Taller,event_maplink__,event_cost__?,event_id,event_image-src
"Laboratorio del No Hacer. Una propuesta experimental contra el trabajo, a cargo de Christina Schultz.",,"14, 21, 28 abril y 5, 12, 19 mayo","14, 21, 28 abril y 5, 12, 19 mayo",null,,https://hangar.org/es/news/espanol-laboratorio-del-no-hacer-una-propuesta-experimental-contra-el-trabajo-de-christina-schultz/,null,null,null,https://hangar.org/es/news/espanol-laboratorio-del-no-hacer-una-propuesta-experimental-contra-el-trabajo-de-christina-schultz/,https://hangar.org/webnou/wp-content/uploads/2017/01/AbolishWork-200x150.jpg
“Rítmico y melódico -Sonata para algunos Otoños-” Taller a cargo de Francisco RUIZ DE INFANTE,"… En torno a la activación de dispositivos audiovisuales (más o menos performativos, más o menos literarios, más o menos musicales, más o menos espectaculares)…","19, 20, 21 abril 2017","19, 20, 21 abril 2017",null,,https://hangar.org/es/news/ritmic-i-melodic-sonata-per-algunes-tardors-taller-a-carrec-de-francisco-ruiz-de-infante/,null,null,null,https://hangar.org/es/news/ritmic-i-melodic-sonata-per-algunes-tardors-taller-a-carrec-de-francisco-ruiz-de-infante/,https://hangar.org/webnou/wp-content/uploads/2016/07/vueGeneraleOK-1-200x150.jpg
