event_image-src,event_venue,event_link,event_link-href,event_title1,event_start,event_end,event_organizer,event_title2,event_text,event_cost__0,event_category__Exposición__Galerías,event_maplink__1,event_id
http://www.artbarcelona.es/wp-content/uploads/2015/03/abe_inauguracion_es.png,Galería Joan Gaspar,,,"Georges Braque, Alexander Calder, Claudi Casanovas, Eduardo Chillida, Antoni Clavé, Jean-Baptiste Huynh, Etienne Krähenbühl, André Masson, Joan Miró, Igor Mitoraj, Gaston Louis Roux, Antoni Tàpies, Josep de Togores, Javier Vilató, Moisès Villèlia",30.01.17 – 28.02.17,30.01.17 – 28.02.17,Galería Joan Gaspar,"Pintura, fotografía y escultura",,null,null,null,http://www.artbarcelona.es/es/exposiciones/pintura-fotografia-y-escultura/
http://www.artbarcelona.es/wp-content/uploads/2015/03/abe_inauguracion_es.png,Galería Joan Gaspar,,http://www.artbarcelona.es/es/exposiciones/pintura-fotografia-y-escultura/,"Georges Braque, Alexander Calder, Claudi Casanovas, Eduardo Chillida, Antoni Clavé, Jean-Baptiste Huynh, Etienne Krähenbühl, André Masson, Joan Miró, Igor Mitoraj, Gaston Louis Roux, Antoni Tàpies, Josep de Togores, Javier Vilató, Moisès Villèlia",,30.01.17 – 28.02.17,Galería Joan Gaspar,"Pintura, fotografía y escultura","Exposición de pintura, fotografía y escultura donde pueden ver renombrados artistas como Clavé, Huynh, Masson, Miró, Mitoraj, Togores entre otros:
Georges Braque · Alexander Calder · Claudi Casanovas · Eduardo Chillida · Antoni Clavé · Jean-Baptiste Huynh · Etienne Krähenbühl · André Masson · Joan Miró · Igor Mitoraj · Gaston Louis Roux · Antoni Tàpies · Josep de Togores · Javier Vilató · Moisès Villèlia",null,null,null,http://www.artbarcelona.es/es/exposiciones/pintura-fotografia-y-escultura/
