event_link,event_link-href,event_title,event_image-src,event_text,event_start,event_end,event_maplink__1,event_cost__5,event_organizer__Museu del Disseny,event_venue__Museu del Disseny,event_category__Museu del Disseny__Diseño,event_id
"Más >","http://www.museudeldisseny.cat/es/exposicion/de-obra-ceramica-aplicada-la-arquitectura-doce-mil-anos-de-tradicion-e-innovacion","DE OBRA: Cerámica aplicada a la arquitectura. Doce mil años de tradición e innovación","http://www.museudeldisseny.cat/sites/default/files/styles/16_9_half/public/exhibition/dise-mercat_de_santa_caterina-16-5-10-fot._vicente_zambrano_03_baixa.jpg?itok=g8hKa9Xg","La exposición tendrá lugar en el Museo del Diseño del 13 de septiembre de 2016 al 29 de enero de 2017 y mostrará una selección de trescientas piezas de cerámica aplicada a la arquitectura desde la antigüedad hasta hoy, procedentes de numerosos museos europeos y de su propia colección.","13 / 09 / 2016","27 / 01 / 2017","null","null","null","null","null","DE OBRA: Cerámica aplicada a la arquitectura. Doce mil años de tradición e innovación
    
            Temporal
                  
		13 / 09 / 2016
			 - 
	27 / 01 / 2017"
