web-scraper-order,web-scraper-start-url,event_link,event_link-href,event_text,event_title2,event_title1,event_start,event_end,event_image-src,event_maplink__1,event_cost__0,event_organizer__Arts Santa Mónica,event_venue__Arts Santa Mónica,event_id,event_category__Exposición__Arts Santa Mónica__Próximas inauguraciones
1516632255-151,http://artssantamonica.gencat.cat/es/exposicions/index.html,,http://artssantamonica.gencat.cat/es/detall/Biblioteques-insolites-00004,"Este proyecto expositivo parte de lo que ha supuesto la Biblioteca como espacio que ha custodiado y sigue custodiado el conocimiento reunido y almacenado por la humanidad a través de los siglos. Observamos la Biblioteca como la historia de una quimera, de una ilusión, de un sueño imposible, puesto que entenderla como un contenedor susceptible de abarcar toda la memoria del mundo, siempre acabará siendo una “utopía inalcanzable”. Pero existen muchas posibles derivas de ese concepto de Biblioteca total, que las podemos hallar en las bibliotecas personales, diversas, subjetivas, anárquicas e insólitas, si las analizamos desde los cánones que rigen para los profesionales de la biblioteconomía.
“Bibliotecas insólitas” reúne en un mismo proyecto la idea de “biblioteca infinita”, insaciable, siempre cambiante y abierta a todo tipo de conocimientos, con aportaciones realizadas por artistas contemporáneos, que a partir de finales de la década de los sesenta y hasta la actualidad, han revisado la idea de biblioteca, de archivo y del libro como fuente inagotable de conocimiento y se han interesado por las ediciones de artista, una modalidad artística que, a pesar de su aparente marginalidad, en todos ellos ocupa un lugar relevante en su discurso estético.
Si consideramos la Biblioteca como el espacio en el que todos los saberes se concentran, la Biblioteca como espacio cultural y a su vez democrático por excelencia, desde que a mediados del siglo XIX surgieran las bibliotecas públicas, sin duda debemos abordar el tema desde aspectos tan diversos, como la importancia del espacio arquitectónico, la singularidad de sus fondos bibliográficos, pero también desde la posibilidad de percibirla como un espacio mental, como la imaginó Jorge Luis Borges, como un espacio en el que los saberes se desbordan y  las incertidumbres nos abruman ante la idea de “biblioteca infinita”.
Bibliotecas míticas como la de Alejandría, particulares y subjetivas como la de Michel de Montaigne, utópicas como los proyectos arquitectónicos de Étienne-Louis Boullée en el siglo XVIII hasta aceptar y cuestionar la “nube” como ese archivo descomunal que recoge la cantidad ingente de datos generados por la sociedad actual, configuran el campo de reflexión sobre el que se sustenta esta exposición.
Los artistas seleccionados presentan sus ediciones de artista y para ello han diseñado su propio espacio expositivo en función de cómo desean integrar al espectador en la consulta de sus ediciones. El proyecto muestra una selección de “bibliotecas personales” en las que se hallarán reunidos ediciones de artista, libros de referencia, dibujos y objetos personales, en definitiva, algo similar a lo que podríamos encontrar en nuestra propia biblioteca.
Así mismo, en un espacio central del recorrido expositivo se encuentra lo que en la biblioteca se vino en llamar “Infierno”: una sala de reserva en la que antaño se aislaban aquellas ediciones singulares, de gran valor, prohibidas, consultadas sólo por bibliófilos. En la “Sala de Reserva” de “Bibliotecas insólitas” se hallan reunidas ediciones de aquellos artistas que en la década de los sesenta y setenta contribuyeron con sus propuestas a dar un nuevo significado a las ediciones especiales, un espacio con libros de artista de referencia expuestos como un verdadero “tesoro de bibliófilo”.


 

Además del nivel 2 del Arts Santa Mònica, Bibliotecas insólitas tiene dos intervenciones externas:
- Al Ateneu Barcelonès (C/ de la Canuda, 6) a cargo de Enric Farrés.
- A ELISAVA Escuela Universitaria de Diseño (Ramblas, 30-32) a cargo de Francesc Ruiz.",null,Bibliotecas insólitas,30.01 - 23.04.2018,30.01 - 23.04.2018,/web/.content/Imatge/2018/Exposicions/Biblioteques-insolites/bibliotecas_insolitas_606x420.jpg_111827491.jpg_111827491.jpg,null,null,null,null,/es/detall/Biblioteques-insolites-00004,null
