event_title1,event_title2,event_image-src,event_text,event_start,event_end,event_venue,event_link,event_link-href,event_organizer__MACBA,event_category__Actividad__MACBA,event_maplink__1,event_cost__10,event_id
"Desmontando el pabellón","Los sujetos. Pabellón español en la 56 Biennale di Venezia. Una sesión con Martí Manen","http://www.macba.cat/uploads/20150617/dali.7.jpg","¿Qué significa comisariar el pabellón español en Venecia? ¿Cómo se plantea y define el proyecto? ¿Cuáles son las decisiones que se toman y cómo se trabaja contextualmente? Desmontando el pabellón conforma una sesión de trabajo en torno a  la práctica curatorial aplicada desde un planteamiento de crisis, trabajando genealogías bastardas y entendiendo el proceso de representación al máximo nivel desde la comunicación transversal con los espacios independientes del arte contemporáneo.



Varias preguntas y deseos acompañan el proceso de gestación y producción de Los sujetos,  al plantear-se la posibilidad de entender la sensualidad en el campo expositivo, replantear la idea de archivo desde posturas feministas y asumir un planteamiento interseccional como opción de reescritura. Las dudas, la fragilidad y el riesgo también aparecen.



La sesión de trabajo se presenta como un recorrido desde el que observar el pabellón,  asumiendo que el pabellón no solo pasa en Venecia sino que se activa performativamente desde el momento en que el proyecto es seleccionado.

  

Martí Manen ha sido el comisario de Los sujetos, la propuesta expositiva que presenta hasta mediados de noviembre de 2015 la obra de Cabello/Carceller, Francesc Ruiz, Pepo Salazar y la performatividad de Salvador Dalí.



Martí Manen (Barcelona, 1976). Comisario y crítico de arte. Ha comisariado exposiciones en Museo de Historia Natural (México DF), Sala Montcada – Obra Social ”la Caixa” (Barcelona), AARA (Bangkok), Sala Rekalde (Bilbao), Konsthall C (Estocolmo), Panera (Lleida) y CA2M (Madrid). Con David Armengol fue responsable del programa curatorial El texto: Principios y Salidas en Fabra i Coats Centre d’Art Contemporani de Barcelona. Ha publicado los libros Salir de la exposición (si se que alguna vez habíamos entrado), un libro de teoría sobre procesos expositivos editado por Consonni, y Contarlo todo sin saber cómo, una novela que es una exposición que es una novela publicado por CA2M. Próximamente se publicará su último libro: La exposición  emocional. Martí Manen es el comisario del pabellón español en la 56 Biennale di Venezia. Durante 5 años comisarió exposiciones en su habitación (Sala Hab, Barcelona).","16 jul. 2015","null","MACBA","","http://www.macba.cat/es/desmontando-el-pabellon-marti-manen/1/actividades/activ","null","null","null","null","/es/desmontando-el-pabellon-marti-manen/1/actividades/activ"
"Te acercamos a las exposiciones","null","http://www.macba.cat/uploads/20130314/visites_770x315.jpg","Incluido en el precio de la entrada.","null","null","MACBA","","http://www.macba.cat/es/visitas-comentadas-a-las-exposiciones/1/actividades/activ","null","null","null","null","/es/visitas-comentadas-a-las-exposiciones/1/actividades/activ"
"Todo el MACBA en un lugar","Consulta el folleto bimestral del MACBA y descarga la app","http://www.macba.cat/uploads/20150617/IMG_6233.5.JPG","EL BIMESTRAL

Puedes descargar el folleto bimestral [solo disponible en catalán] en formato PDF aquí. 









LA APP DEL MACBA

Descarga nuestra app disponible para iOs y Android.



Experimenta una visita diferente al Museo con nuestra aplicación de Realidad Aumentada. Y vuelve visitarnos para descubrir elementos nuevos con cada actualización. La aplicación incluye información básica de acceso al museo, las exposiciones, la agenda de actividades e información multimedia sobre algunas obras de la Colección MACBA. Y también te proponemos que vayas descubriendo el MACBA a través de las paredes, mientras paseas por las salas. Cuando encuentres los iconos en forma de ojo, escanéalos. Allí donde tal vez te parece que no hay nada, puede abrirse un mundo por explorar.



#macbaBCNComparte tu experiencia!","null","null","MACBA","","http://www.macba.cat/es/bimestral-app/1/actividades/activ","null","null","null","null","/es/bimestral-app/1/actividades/activ"
"Ejercicios escultóricos. Ocupando el espacio real","Taller de verano","http://www.macba.cat/uploads/20150519/093.7.jpg","Este verano proponemos experimentar con la escultura de la mano del artista Sergi Aguilar. Siguiendo su trabajo, descubriremos las múltiples posibilidades de aproximación a este lenguaje y los conceptos que lo acompañan. Espacio, trozo, itinerario, naturaleza, plano, muro, utensilio, vacío, eje, ensamblaje, grosor, luz, trozos, línea... Estos y muchos otros serán los ingredientes para llevar a cabo nuestros ejercicios escultóricos. ¡Vamos a okupar el espacio con la escultura!","01 jul.","26 ago. 2015","MACBA","","http://www.macba.cat/es/familia-ejercicios-escultoricos/1/actividades/activ","null","null","null","null","/es/familia-ejercicios-escultoricos/1/actividades/activ"
"Contínuum","Músicas en continuidad","http://www.macba.cat/uploads/20150605/cassette_continuum.7.jpg","Contínuum es un ciclo de conciertos que pone en continuidad destacadas piezas del repertorio musical del siglo XX con varias propuestas musicales contemporáneas. Cada sesión del ciclo consiste en un contínuum musical sin pausas que se articula a partir de un diálogo transestilístico y transhistórico. La apertura de lenguajes y metodologías musicales y su interpenetración forman parte del concepto central del proyecto. Así mismo, en algunos casos, los instrumentos tradicionales se combinarán con otros tipos de dispositivos sonoros, tecnológicos o no. El programa consta de cinco conciertos, cada uno protagonizado por un instrumento, y se plantea como una sucesión de experimentos que quieren dejar de lado cualquier tentativa de cartografiar la creación musical a partir de la asignación de etiquetas.



Ciclo de conciertos comisariado por: Arnau Horta.","02 jul.","30 jul. 2015","MACBA","","http://www.macba.cat/es/continuum/1/actividades/activ","null","null","null","null","/es/continuum/1/actividades/activ"
"Jam de collage con Max-o-matic","Talleres de los amigos","http://www.macba.cat/uploads/20150202/taller_2.3.jpg","A raíz de los talleres de collage impartidos por Max-o-matic para los Amigos del MACBA, surge la necesidad de seguir trabajando más libremente en esta práctica, compartir recursos y proponer un espacio de reflexión sobre el collage. En este taller, Max Tuja hará una breve introducción sobre sus referentes y presentará el trabajo de otros artistas del collage; el resto del tiempo se dedicará a la práctica. Los participantes deben traerse su propio material.","null","null","MACBA","","http://www.macba.cat/es/jam-collage-max-o-matic/1/actividades/activ","null","null","null","null","/es/jam-collage-max-o-matic/1/actividades/activ"
