event_title1,event_image-src,event_text,event_start,event_end,event_maplink__1,event_cost__3,event_organizer__Fundació Foto Colectania,event_venue__Fundació Foto Colectania,event_category__Exposición__Fundació Foto Colectania__Fotografía,event_id,event_title2,event_base-url__http://www.colectania.es/index.php?i=1&p=2
"La tentación de existir","http://www.colectania.es/img_exp/web11031406.jpg","La exposición ""La tentación de existir"" presenta dos series esenciales en la fotografía europea de la segunda mitad del siglo XX; Les amies de Place Blanche de Christer Strömholm y Café Lehmitz  de Anders Petersen. Se trata de dos autores que, más allá de ser los grandes exponentes de la fotografía sueca, comparten una manera de entender el medio que ha sido decisiva en la fotografía contemporánea. Los trabajos de Strömholm y Petersen, profesor y discípulo respectivamente, destilan una palpable melancolía nórdica a la vez que una intensa empatía y compromiso hacia sus entornos fotografiados.","Del 16 de abril al 30 de julio de 2015","Del 16 de abril al 30 de julio de 2015","null","null","null","null","null","La tentación de existir
                CHRISTER STRÖMHOLM | ANDERS PETERSEN","CHRISTER STRÖMHOLM | ANDERS PETERSEN","null"
