event_link,event_link-href,event_title,event_image-src,event_text,event_start,event_end,event_maplink__1,event_cost__5,event_organizer__Museu del Disseny,event_venue__Museu del Disseny,event_category__Museu del Disseny__Diseño,event_id
"Más >","http://www.museudeldisseny.cat/es/exposicion/distincion-un-siglo-de-fotografia-de-moda","Distinción. Un siglo de fotografía de moda","http://www.museudeldisseny.cat/sites/default/files/styles/16_9_half/public/exhibition/mtib_3.885_13_0.jpg?itok=CXHvh_km","La exposición tiene como punto de partida la colección de fotografía de moda del Museu del Disseny de Barcelona que comprende 35 autores con un total de 464 fotografías de diferentes dimensiones, de entre 1903 y 2013.","25 / 11 / 2015","27 / 03 / 2016","null","null","null","null","null","Distinción. Un siglo de fotografía de moda 
    
            Temporal
                  
		25 / 11 / 2015
			 - 
	27 / 03 / 2016"
