web-scraper-order,web-scraper-start-url,event_link,event_link-href,event_title,event_image-src,event_text,event_start,event_end,event_maplink__1,event_cost__4,event_organizer__Fundación Suñol,event_venue__Fundación Suñol,event_category__Exposición__Fundación Suñol__Arte contemporáneo__Próximas inauguraciones,event_id
1519986634-124,http://www.fundaciosunol.org/es/exposiciones/exposiciones-futuras/exposicion-fundacio-sunol/,"¡POR LA CARA! Taller familiar de Pascua sobre arte y retrato
																							@ Fundació Suñol
																					
										
																					28.03.2018",http://www.fundaciosunol.org/es/event/per-la-cara-taller-familiar-per-pasqua-sobre-art-i-retrat/?instance_id=3015,¡POR LA CARA! Taller familiar de Pascua sobre arte y retrato,http://www.fundaciosunol.org/wp-content/uploads/2017/12/PER-LA-CARA-web-710x350.jpg,"La exposición actual en la Fundació Suñol toma como título la palabra Retrato porque se trata de un homenaje y una representación fiel de la figura de Fernando Vijande, galerista de los años 70 y 80 en Madrid conocido por ser pionero en el soporte al arte contemporáneo. Pero a la vez, la exposición contiene muchos retratos, tanto del propio galerista como obras de artistas que trabajaban alrededor de este tema. Esta variedad de ejemplos nos permiten analizar cómo un retrato puede hacerse desde la técnica, pero también desde la idea o el concepto que el artista quiso plasmar en la obra.",28.03.2018,28.03.2018,null,null,null,null,null,¡POR LA CARA! Taller familiar de Pascua sobre arte y retrato
1519986631-123,http://www.fundaciosunol.org/es/exposiciones/exposiciones-futuras/exposicion-fundacio-sunol/,"Patricio Vélez. Las formas del tiempo
																							@ Fundació Suñol
																					
										
																					27.04 - 08.09.2018",http://www.fundaciosunol.org/es/event/patricio-velez-les-formes-del-temps/?instance_id=3033,Patricio Vélez. Las formas del tiempo,http://www.fundaciosunol.org/wp-content/uploads/2018/02/06-cavieri-5-definitiva-710x350.jpg,"La Fundació Suñol siempre ha mostrado la voluntad de profundizar en la obra de los artistas que integran la Colección Josep Suñol, como testimonios de la riqueza y diversidad de la escena creativa de Barcelona durante el período comprendido entre 1975 y 2000.",27.04. - 08.09.2018,27.04. - 08.09.2018,null,null,null,null,null,Patricio Vélez. Las formas del tiempo
