web-scraper-order,web-scraper-start-url,event_title,event_text,event_start,event_end,event_venue__Hangar,event_link,event_link-href,event_category__Actividad__Espacios alternativos__Taller,event_maplink__1,event_cost__,event_id,event_image-src,event_organizer__Hangar
1519986259-73,https://hangar.org/es/category/programa-hangar/formacio-continua/,Net Art Workshop: Interactividad Web y Visualización de datos programando con Javascript,16 -30 abril y 2 mayo 2018,16 -30 abril y 2 mayo 2018,16 -30 abril y 2 mayo 2018,null,,https://hangar.org/es/news/espanol-net-art-workshop-interactividad-web-y-visualizacion-de-datos-programando-con-javascript/,null,null,null,https://hangar.org/es/news/espanol-net-art-workshop-interactividad-web-y-visualizacion-de-datos-programando-con-javascript/,https://hangar.org/webnou/wp-content/uploads/2018/02/000-200x150.jpg,null
1519986242-67,https://hangar.org/es/category/programa-hangar/formacio-continua/,Brioclaje para New Artesans. Curso de introducción a la construcción y al montaje,"1, 8, 15, 22, 29  mazo 2018","1, 8, 15, 22, 29  mazo 2018","1, 8, 15, 22, 29  mazo 2018",null,,https://hangar.org/es/news/bricolatge-per-a-new-artesans-curs-dintroduccio-a-la-construccio-i-al-muntatge/,null,null,null,https://hangar.org/es/news/bricolatge-per-a-new-artesans-curs-dintroduccio-a-la-construccio-i-al-muntatge/,https://hangar.org/webnou/wp-content/uploads/2016/10/taller-newartesans-1-200x150.png,null
1519986251-71,https://hangar.org/es/category/programa-hangar/formacio-continua/,Taller de impresión 3D a cargo de Patricio Rivera,14 abril 2018,14 abril 2018,14 abril 2018,null,,https://hangar.org/es/workshops-artist2artists/espanol-taller-de-impresion-3d-a-cargo-de-patricio-rivera/,null,null,null,https://hangar.org/es/workshops-artist2artists/espanol-taller-de-impresion-3d-a-cargo-de-patricio-rivera/,https://hangar.org/webnou/wp-content/uploads/2017/07/18ppd6d7pkzzzjpg-200x150.jpg,null
