web-scraper-order,web-scraper-start-url,event_title1,event_image-src,event_text,event_start,event_end,event_maplink__1,event_cost__3,event_organizer__Fundació Foto Colectania,event_venue__Fundació Foto Colectania,event_category__Exposición__Fundació Foto Colectania__Fotografía__Próximas inauguraciones,event_id,event_link,event_link-href,event_title2
"1519986035-30","http://fotocolectania.org/es/exhibition","Archivo Paco Gómez. El instante poético y la imagen arquitectónica","/uploads/600-470-ejygutadujudepy9ujavyvy8y2ezejuqu3aqegyhasabyqehupedydyjevanagadaby7a3apehy2ege7uteha6ade8ydu5a2ysy51517932546.jpg","Foto Colectania muestra las mejores imágenes de uno de los grandes fotógrafos españoles de la segunda mitad del siglo XX","21 de marzo de 2018","17 de junio de 2018","null","null","null","null","null","/es/exhibition/117/archivo-paco-gomez-el-instante-poetico-y-la-imagen-arquitectonica","Archivo Paco Gómez. El instante poético y la imagen arquitectónica","http://fotocolectania.org/es/exhibition/117/archivo-paco-gomez-el-instante-poetico-y-la-imagen-arquitectonica","null"
