event_link,event_link-href,event_title1,event_start,event_text,event_image-src,event_end,event_category__Exposición__Galerías__Arte emergente__Ilustración,event_organizer__Miscelanea,event_venue__Miscelanea,event_maplink__1,event_cost__0,event_id,event_title2
ENTRE NÚMEROS Y PIGMENTOS,http://www.miscelanea.info/e983/entre-numeros-y-pigmentos,ENTRE NÚMEROS Y PIGMENTOS,"07
						Sep '16
						


											al
						25
						Sep '16",INAUGURACIÓN: Miércoles 7 a las 20:00h.,http://www.miscelanea.info/public/images/raspado2016web.jpg,"07
						Sep '16
						


											al
						25
						Sep '16",null,null,null,null,null,/e983/entre-numeros-y-pigmentos,Ricardo Cabret
