event_title1,event_image-src,event_text,event_start,event_end,event_maplink__1,event_cost__3,event_organizer__Fundació Foto Colectania,event_venue__Fundació Foto Colectania,event_category__Exposición__Fundació Foto Colectania__Fotografía,event_id,event_title2,event_base-url__http://www.colectania.es/index.php?i=1&p=2
Yo quería ser fotógrafo,http://www.colectania.es/img_exp/yoqueriaserfotografofotoweb22071950.jpg,"A partir del 26 de septiembre, presentamos la exposición ""Yo quería ser fotógrafo"", coproducida por la Fundación Banco Sabadell, que invita a reflexionar en lo que significa ser fotógrafo hoy en día y en el cambio de estatuto que se manifiesta alrededor de la imagen en la creación contemporánea. Once proyectos seleccionados por las comisarias Fannie Escoulen y Anna Planas, que se muestran tanto en pared como en formato libro, vienen a analizar los cambios profundos que se están produciendo en la propia definición del acto fotográfico.",Del 26 de septiembre al 3 de diciembre de 2016,Del 26 de septiembre al 3 de diciembre de 2016,null,null,null,null,null,Yo quería ser fotógrafo,,null
