event_link,event_link-href,event_title1,event_image-src,event_text,event_organizer__CCCB,event_maplink__1,event_cost__6,event_venue__CCCB,event_category__CCCB__Actividad,event_id,event_title2,event_start,event_end
La ciudad del futuro: utopías y distopías,http://www.cccb.org/es/actividades/ficha/la-ciudad-del-futuro-utopias-y-distopias/224163,La ciudad del futuro: utopías y distopías,http://www.cccb.org/rcs_gene/BarcelonaFutura_1929_webCCCB.jpg,"Este curso propone un recorrido histórico a través de la literatura y el cine utópicos y distópicos, explorando los escenarios urbanos planteados entre finales del siglo XIX y la primera mitad del siglo XX. Mientras la historia de la arquitectura ha demostrado ampliamente haber reconocido la relación existente entre utopía y construcción del espacio urbano, la distopía ha quedado generalmente marginada. Pero las obras distópicas representan hoy una herramienta fundamental de crítica del presente y de comprensión de la ciudad contemporánea",null,null,null,null,null,http://www.cccb.org/es/actividades/ficha/la-ciudad-del-futuro-utopias-y-distopias/224163,Seminario a cargo de Daniele Porretta,"26 septiembre, 3, 10, 17 y 24 octubre 2016","26 septiembre, 3, 10, 17 y 24 octubre 2016"
Generando significados a través de la lógica del software/hardware,http://www.cccb.org/es/actividades/ficha/generando-significados-a-traves-de-la-logica-del-software-hardware/224215,Generando significados a través de la lógica del software/hardware,http://www.cccb.org/rcs_gene/Esdi-fitxa.jpg,"El coloquio abordará determinadas problemáticas asociadas a la producción de arte tecnológico, como la escisión entre hechos y representación, o bien el vínculo crítico entre la fuente de los medios (imágenes y sonidos fácticos) y la lógica interna de los sistemas de procesamiento a través de los cuales son organizados los datos externos.

Coordina: Máster Universitario en Comisariado de Arte Digitales",null,null,null,null,null,http://www.cccb.org/es/actividades/ficha/generando-significados-a-traves-de-la-logica-del-software-hardware/224215,Coloquio sobre las problemáticas de la producción de arte tecnológico,14 septiembre 2016,14 septiembre 2016
Una ecología de la vida,http://www.cccb.org/es/actividades/ficha/una-ecologia-de-la-vida/224328,Una ecología de la vida,http://www.cccb.org/rcs_gene/ingold-1000.jpg,El antropólogo Tim Ingold nos hablará de las relaciones entre naturaleza y cultura en la conferencia inaugural del ciclo Habitar el mundo.,null,null,null,null,null,http://www.cccb.org/es/actividades/ficha/una-ecologia-de-la-vida/224328,Conferencia de Tim Ingold,7 septiembre 2016,7 septiembre 2016
El placer y el dolor. Una filosofía de las drogas,http://www.cccb.org/es/actividades/ficha/el-placer-y-el-dolor-una-filosofia-de-las-drogas/224444,El placer y el dolor. Una filosofía de las drogas,http://www.cccb.org/rcs_gene/sissa-1000.png,La filósofa y historiadora del mundo clásico Giulia Sissa pronunciará la conferencia inaugural de las VII Jornadas Filosóficas de Barcelona.,null,null,null,null,null,http://www.cccb.org/es/actividades/ficha/el-placer-y-el-dolor-una-filosofia-de-las-drogas/224444,Conferencia de Giulia Sissa,19 septiembre 2016,19 septiembre 2016
El mar como frontera,http://www.cccb.org/es/actividades/ficha/el-mar-como-frontera/224362,El mar como frontera,http://www.cccb.org/rcs_gene/philip-hoare-1000.png,"Philip Hoare, el autor de Leviatán o la ballena, nos hablará de los misterios de los océanos y del mar como frontera para las personas migrantes en la segunda conferencia del ciclo Habitar el mundo.",null,null,null,null,null,http://www.cccb.org/es/actividades/ficha/el-mar-como-frontera/224362,Conferencia de Philip Hoare,14 septiembre 2016,14 septiembre 2016
