event_link-href,event_link-href-href,event_text,event_title2,event_title1,event_start,event_end,event_image-src,event_maplink__1,event_cost__0,event_organizer__Arts Santa Mónica,event_venue__Arts Santa Mónica,event_id,event_category__Exposición__Arts Santa Mónica
,http://artssantamonica.gencat.cat/es/detall/Docfield-216-00002,"L’exposició ""Mites d'un futur proper”, epíleg del Festival de fotografia documental DOCfield>16, pren prestat el seu títol de l'homònima col·lecció de relats de J. G. Ballard i projecta possibles maneres de ser i fer per al nostre futur immediat com a europeus. Quatre autors Carlos Alba, Arnau Bach, Julián Barón i Nico Baumgarten conviden a una reflexió transnacional sobre les utopies i distopies de la nostra convivència a través de les seves obres. Més enllà del que Europa i la seva idea van ser històricament, els autors mostren uns treballs que ens conviden a assumir responsabilitats, fer preguntes i afrontar els reptes del nostre futur més proper.",null,Mites d'un futur proper,19.07 - 02.09.2016,19.07 - 02.09.2016,http://artssantamonica.gencat.cat/web/.content/Imatge/exposicio/2016/Docfield_2016/TheObservationTrifles_Carlo.jpg_356955165.jpg,null,null,null,null,/es/detall/Docfield-216-00002,null
