event_title1,event_image-src,event_text,event_start,event_end,event_maplink__1,event_cost__3,event_organizer__Fundació Foto Colectania,event_venue__Fundació Foto Colectania,event_category__Exposición__Fundació Foto Colectania__Fotografía,event_id,event_title2,event_base-url__http://www.colectania.es/index.php?i=1&p=2
CARA A CARA,http://www.colectania.es/newsletter/newsxv/images/1.jpg,SAVE THE DATE: Inauguración el martes 6 de octubre a las 20h.,Del 6 de octubre de 2015 al 13 de febrero de 2016,Del 6 de octubre de 2015 al 13 de febrero de 2016,null,null,null,null,null,"CARA A CARA
                El retrato en la Colección Foto Colectania",El retrato en la Colección Foto Colectania,null
