event_link,event_link-href,event_image-src,event_start,event_end,event_text,event_category__Fundación Mapfre__Exposición,event_maplink__1,event_organizer__Fundación Mapfre,event_venue__Fundación Mapfre,event_cost__0,event_id,event_title
"","https://www.fundacionmapfre.org/fundacion/es_es/exposiciones/sala-casa-garriga-nogues/fotografia-duane-michals.jsp","https://www.fundacionmapfre.org/fundacion/es_es/images/duane-michals-894x_tcm1069-402108_thumbnail_w283_h-1.jpg","31/05/2017","10/09/2017","Sala Fundación MAPFRE Casa Garriga i Nogués
				
				Del 31/05/2017 al 10/09/2017
				El 31 de mayo abre las puertas nuestra retrospectiva dedicada a la obra del fotógrafo estadounidense Duane Michals. Podrás visitarla hasta el 10 de septiembre. El recorrido expositivo se distribuye en etapas sucesivas que muestran las diferentes modalidades expresivas inventadas paulatinamente por el fotógrafo, así como las diferentes series realizadas sobre temas concretos a lo largo del tiempo. Michals tiene 84 años y sigue creando: haciendo fotografías e inventando técnicas que respondan a su necesidad de expresarse.","null","null","null","null","null","/fundacion/es_es/exposiciones/sala-casa-garriga-nogues/fotografia-duane-michals.jsp","Duane Michals"
