event_link,event_link-href,event_start,event_end,event_image-src,event_title,event_text,event_venue__Johann Jacobs Museum,event_organizer__Johann Jacobs Museum,event_category__Johann Jacobs Museum__Zeitgenössische Kunst__Ausstellung,event_cost__7,event_id
"Die Schichtungen von Ho Chi Minh City (Saigon)","http://www.johannjacobs.com/de/event/56233-schichtungenhochiminh.html","30. November 2017 bis 25. Februar 2018:","30. November 2017 bis 25. Februar 2018:","http://lvps46-163-117-116.dedicated.hosteurope.de/static/media/photos/2017/04/24/Chung5.jpg","Die Schichtungen von Ho Chi Minh City (Saigon)","Mit archäologischen, ethnographischen und kartographischen Methoden untersucht Tiffany Chung Veränderungen, die durch Krieg, menschliche Zerstörung oder Naturkatastrophen verursacht werden. Ihre trügerisch schönen Landkarten und Ansammlungen von Fundstücken legen die Erfahrungsschichten frei, die sich unter zerstörten Topografien wie Saigon oder Aleppo erstrecken. (Was sich in Realität nicht rekonstruieren lässt, vermag die Kunst ans Licht zu holen).","null","null","null","null","30. November 2017 bis 25. Februar 2018: 
Die Schichtungen von Ho Chi Minh City (Saigon)"
