event_link,event_link-href,event_title1,event_image-src,event_text,event_organizer__CCCB,event_maplink__1,event_cost__6,event_venue__CCCB,event_category__CCCB__Exposición,event_id,event_title2,event_start,event_end
"Después del fin del mundo","http://www.cccb.org/es/exposiciones/ficha/despues-del-fin-del-mundo/224747","Después del fin del mundo","http://www.cccb.org/rcs_gene/Oil-Fires-Kuwait-Nasa-web_CCCB.jpg","«Después del fin del mundo» es una exposición sobre el planeta de 2017, transformado irreversiblemente en el planeta Antropoceno tras dos siglos de intervención del hombre en los sistemas naturales. Pero también es una exposición sobre cómo llegaremos al mundo de la segunda mitad del siglo XXI, y sobre la responsabilidad de nuestra sociedad para con las generaciones que nacerán y crecerán en él. La muestra tendrá lugar entre octubre de 2017 y abril de 2018 (fechar por determinar).","null","null","null","null","null","http://www.cccb.org/es/exposiciones/ficha/despues-del-fin-del-mundo/224747","","24 octubre 2017 - 29 abril 2018","24 octubre 2017 - 29 abril 2018"
"World Press Photo 2017","http://www.cccb.org/es/exposiciones/ficha/world-press-photo-2017/225930","World Press Photo 2017","http://www.cccb.org/rcs_gene/Ami_Vitale_National_Geographic_Magazine_-_copia.jpg","World Press Photo 2017 avanza sus fechas y convierte Barcelona en una de las primeras ciudades del mundo donde se muestran las fotografías ganadoras del prestigioso premio de fotoperiodismo.","null","null","null","null","null","http://www.cccb.org/es/exposiciones/ficha/world-press-photo-2017/225930","Muestra internacional de fotoperiodismo profesional","29 abril - 5 junio 2017","29 abril - 5 junio 2017"
"Fenómeno Fotolibro","http://www.cccb.org/es/exposiciones/ficha/fenomeno-fotolibro/225004","Fenómeno Fotolibro","http://www.cccb.org/rcs_gene/fenomen-web-1000x560.jpg","La exposición reivindica el valor del fotolibro en la cultura visual contemporánea y propone una reinterpretación de la historia de la fotografía a través del fotolibro y de la fotografía impresa. Nueve comisarios, figuras clave del movimiento del fotolibro, comparten sus respectivas visiones en una exposición coral en el CCCB y en la Fundación Foto Colectania.","null","null","null","null","null","http://www.cccb.org/es/exposiciones/ficha/fenomeno-fotolibro/225004","","17 marzo - 27 agosto 2017","17 marzo - 27 agosto 2017"
"Björk Digital","http://www.cccb.org/es/exposiciones/ficha/bjork-digital/226705","Björk Digital","http://www.cccb.org/rcs_gene/bjork_cccb_fitxaweb.jpg","«Björk Digital» es una exposición inmersiva de realidad virtual que presenta los trabajos digitales y de vídeo fruto de la colaboración de esta icónica artista islandesa y algunos de los mejores programadores y artistas visuales del mundo. La muestra, que llega al CCCB tras su paso por Tokio, Sídney, Montreal, Reikiavik, Londres y Los Ángeles supone una ocasión única para visitar la exposición en nuestro país.","null","null","null","null","null","http://www.cccb.org/es/exposiciones/ficha/bjork-digital/226705","","14 junio - 24 septiembre 2017","14 junio - 24 septiembre 2017"
