event_link,event_link-href,event_start,event_end,event_image-src,event_title1,event_title2,event_text,event_maplink__1,event_cost__0,event_category__Exposición__La Capella__Arte emergente,event_organizer__La Capella,event_venue__La Capella,event_id
"Re_Visions. 10 años de vídeo en BCN Producció","http://lacapella.bcn.cat/es/exposicions/revisions-10-a%C3%B1os-de-v%C3%ADdeo-en-bcn-producci%C3%B3","Martes, 16 Mayo, 2017","Domingo, 25 Junio, 2017","http://lacapella.bcn.cat/sites/default/files/styles/bildresumen/public/exposicions/re_visions.jpg","Re_Visions. 10 años de vídeo en BCN Producció","BCN Producció","Esta muestra es una revisión de las obras en soporte vídeo producidas durante diez años de Bcn Producció.","null","null","null","null","null","/es/exposicions/revisions-10-a%C3%B1os-de-v%C3%ADdeo-en-bcn-producci%C3%B3"
