event_title,event_text,event_start,event_end,event_venue__Hangar,event_link,event_link-href,event_category__Actividad__Espacios alternativos__Taller,event_maplink__1,event_cost__,event_id,event_image-src
Workshop práctico de utilización de las herramientas de Systorgy,,2-4 febrero 2017,2-4 febrero 2017,null,,https://hangar.org/es/news/sytorgy-de-marcelli-antunez/,null,null,null,https://hangar.org/es/news/sytorgy-de-marcelli-antunez/,https://hangar.org/webnou/wp-content/uploads/2016/10/PSEUDO_COTRONE_MAntunezPh_CRodriguez-200x150.jpg
Taller de Letras “Carga Máxima”,,20 mayo 2017,20 mayo 2017,null,,https://hangar.org/es/news/espanol-taller-de-letras-carga-maxima/,null,null,null,https://hangar.org/es/news/espanol-taller-de-letras-carga-maxima/,https://hangar.org/webnou/wp-content/uploads/2017/05/Flyer-Cuadrado-Espan%CC%83a-200x150.jpg
NOCTURNAL EMISSIONS  Taller con Francesc Ruiz,,27 y 28 de mayo,27 y 28 de mayo,null,,https://hangar.org/es/workshops-artist2artists/nocturnal-emissions-taller-amb-francesc-ruiz/,null,null,null,https://hangar.org/es/workshops-artist2artists/nocturnal-emissions-taller-amb-francesc-ruiz/,https://hangar.org/webnou/wp-content/uploads/2017/03/nocturnal-emissions-200x150.jpg
Taller de Video mapping aplicado a la instalación audiovisual y la escenografía digital,,"13, 15, 20, 22, 27 y 29 junio 2017","13, 15, 20, 22, 27 y 29 junio 2017",null,,https://hangar.org/es/news/espanol-taller-de-video-mapping-aplicado-a-la-instalacion-audiovisual-y-la-escenografia-digital/,null,null,null,https://hangar.org/es/news/espanol-taller-de-video-mapping-aplicado-a-la-instalacion-audiovisual-y-la-escenografia-digital/,https://hangar.org/webnou/wp-content/uploads/2017/05/mapping01-200x150.jpg
Taller de Net art y diseño interactivo para la web,,"3, 10, 17 y 24 junio 2017","3, 10, 17 y 24 junio 2017",null,,https://hangar.org/es/news/espanol-taller-de-net-art-y-diseno-interactivo-para-la-web-2/,null,null,null,https://hangar.org/es/news/espanol-taller-de-net-art-y-diseno-interactivo-para-la-web-2/,https://hangar.org/webnou/wp-content/uploads/2017/05/netart02-200x150.jpg
EL Joc Ideal. Taller a càrrec de Constanza Mendoza,,"5, 6, 7 mayo 2017","5, 6, 7 mayo 2017",null,,https://hangar.org/es/workshops-artist2artists/el-juego-ideal-taller-a-cargo-de-constanza-mendoza/,null,null,null,https://hangar.org/es/workshops-artist2artists/el-juego-ideal-taller-a-cargo-de-constanza-mendoza/,https://hangar.org/webnou/wp-content/uploads/2016/07/Hieronymus_Bosch-_The_Seven_Deadly_Sins_and_the_Four_Last_Things-200x150.jpg
