event_image,event_link,event_link-href,event_title,event_start,event_end,event_text,event_venue__BALTSprojects,event_organizer__BALTSprojects,event_category__Galerien__Ausstellung__Architektur,event_cost__0,event_id
"","WOJR
OTHER MASKS

 Exhibition April 12 – May 13, 2017","http://baltsprojects.com/#fbox-exhibition-821","null","null","null","","null","null","null","null","#fbox-exhibition-821"
