event_image-src,event_venue,event_link,event_link-href,event_title1,event_start,event_end,event_organizer,event_title2,event_text,event_cost__0,event_category__Exposición__Galerías,event_maplink__1,event_id
http://www.artbarcelona.es/wp-content/uploads/2015/11/MARTIN-VITALITI.-80_VI.-2014.-345-x-43-cm.-AR1.jpg,PALMADOTZE,,,"Enric Farrés Durán, Jochen Gerner, Aleksandra Koff, Alberto Peral, Sergio Prego, Inken Reinert, Ignacio Sáez, Sinéad Spelman, Patricio Vélez, Martín Vitaliti.",14.11.15 – 31.01.17,14.11.15 – 31.01.17,PALMADOTZE,Consideraciones al respecto 13,,null,null,null,http://www.artbarcelona.es/es/exposiciones/consideraciones-al-respecto-13/
http://www.artbarcelona.es/wp-content/uploads/2015/11/newsletter1.jpg,ADN Galería,,,Iván Argote,21.11.15 – 30.01.16,21.11.15 – 30.01.16,ADN Galería,La puesta en marcha de un sistema,,null,null,null,http://www.artbarcelona.es/es/exposiciones/la-puesta-en-marcha-de-un-sistema/
http://www.artbarcelona.es/wp-content/uploads/2015/11/MARTIN-VITALITI.-80_VI.-2014.-345-x-43-cm.-AR1.jpg,PALMADOTZE,,http://www.artbarcelona.es/es/exposiciones/consideraciones-al-respecto-13/,"Enric Farrés Durán, Jochen Gerner, Aleksandra Koff, Alberto Peral, Sergio Prego, Inken Reinert, Ignacio Sáez, Sinéad Spelman, Patricio Vélez, Martín Vitaliti.",,14.11.15 – 31.01.17,PALMADOTZE,Consideraciones al respecto 13,null,null,null,null,http://www.artbarcelona.es/es/exposiciones/consideraciones-al-respecto-13/
http://www.artbarcelona.es/wp-content/uploads/2015/11/newsletter1.jpg,ADN Galería,,http://www.artbarcelona.es/es/exposiciones/la-puesta-en-marcha-de-un-sistema/,Iván Argote,,21.11.15 – 30.01.16,ADN Galería,La puesta en marcha de un sistema,"En su segunda exposición individual en Barcelona, Iván Argote presenta en ADN Galería La puesta en marcha de un sistema, donde lo empírico y lo especulativo se entrelazan para construir sistemas de relación dentro de una esfera en la que Argote se apropia, analiza, recicla y deconstruye  filtros ideológicos e históricos.",null,null,null,http://www.artbarcelona.es/es/exposiciones/la-puesta-en-marcha-de-un-sistema/
