event_title,event_text,event_start,event_end,event_venue__Hangar,event_link,event_link-href,event_category__Actividad__Espacios alternativos__Taller,event_maplink__1,event_cost__,event_id,event_image-src,event_organizer__Hangar
Taller “Paisajes Olfativos” a càrrec de Klara Ravat,,29 y 30 septiembre,29 y 30 septiembre,null,,https://hangar.org/es/workshops-artist2artists/espanol-taller-paisajes-olfativos-a-cargo-de-klara-ravat/,null,null,null,https://hangar.org/es/workshops-artist2artists/espanol-taller-paisajes-olfativos-a-cargo-de-klara-ravat/,https://hangar.org/webnou/wp-content/uploads/2017/05/20160903-workshop-the-scent-of-amsterdam_29353128041_o-200x150.jpg,null
Taller de Net art y diseño interactivo para la web,,"17, 19, 20, 24 y 26 de julio 2017","17, 19, 20, 24 y 26 de julio 2017",null,,https://hangar.org/es/news/espanol-taller-de-net-art-y-diseno-interactivo-para-la-web-2/,null,null,null,https://hangar.org/es/news/espanol-taller-de-net-art-y-diseno-interactivo-para-la-web-2/,https://hangar.org/webnou/wp-content/uploads/2017/05/netart02-200x150.jpg,null
