event_title1,event_image-src,event_text,event_start,event_end,event_maplink__1,event_cost__0,event_organizer__Blueproject Foundation,event_venue__Blueproject Foundation,event_category__Exposición__Blueproject Foundation__Arte contemporáneo__Próximas inauguraciones,event_id,event_link,event_link-href,event_title2
Jose Dávila,http://www.blueprojectfoundation.org/cache/com_zoo/images/bloque_josedavila_2x2_95c2fec619caf424c25e092c709acfd7.jpg,null,from 20.06.17,from 20.06.17,null,null,null,null,null,/es/exposiciones/item/jose-davila,Jose Dávila,http://www.blueprojectfoundation.org/es/exposiciones/item/jose-davila,La Blueproject Foundation inaugurará la exposición individual del artista mexicano Jose Dávila el 20 de junio de 2017 en Il Salotto. Se publicará más información próximamente.
