event_title1,event_image-src,event_text,event_start,event_end,event_maplink__1,event_cost__3,event_organizer__Fundació Foto Colectania,event_venue__Fundació Foto Colectania,event_category__Exposición__Fundació Foto Colectania__Fotografía__Próximas inauguraciones,event_id,event_link,event_link-href,event_title2
"Weegee by Weegee","http://fotocolectania.org/uploads/600-470-ezu7u7atave9uhu3u9e6yqubyha9uha9uhygumure9usy8y7usytery2a9equru5adetapubygunety5u5a5a4y3y8y2emy4uget1495561946.jpg","La muestra reúne más de cien fotografías de época de una de las mejores colecciones fotográficas del mundo, M.+M. Auer de Suiza, en una cuidada selección vertebrada a partir de los libros de Weegee y publicaciones en prensa.","5 de julio de 2017","5 de noviembre de 2017","null","null","null","null","null","/es/exhibition/108/weegee-by-weegee","Weegee by Weegee","http://fotocolectania.org/es/exhibition/108/weegee-by-weegee","null"
